link_id,from_node,to_node,distance
0,0,1,54
1,0,2,68
2,0,3,89
3,0,4,10
4,0,5,28
5,0,6,36
6,0,7,32
7,0,8,89
8,0,9,82
9,0,10,39
10,0,11,63
11,0,12,71
12,0,13,58
13,0,14,62
14,0,15,34
15,0,16,20
16,0,17,60
17,0,18,28
18,0,19,88
19,0,20,26
20,0,21,93
21,0,22,90
22,0,23,24
23,0,24,71
24,0,25,54
25,0,26,67
26,0,27,64
27,0,28,22
28,0,29,34
29,0,30,12
30,0,31,97
31,0,32,38
32,0,33,87
33,0,34,31
34,0,35,29
35,0,36,52
36,0,37,80
37,0,38,70
38,0,39,37
39,0,40,95
40,0,41,48
41,0,42,63
42,0,43,6
43,0,44,78
44,0,45,68
45,0,46,52
46,0,47,61
47,0,48,98
48,0,49,35
49,0,50,39
50,0,51,63
51,0,52,12
52,0,53,81
53,0,54,0
54,1,2,68
55,1,3,54
56,1,4,45
57,1,5,38
58,1,6,39
59,1,7,30
60,1,8,72
61,1,9,38
62,1,10,19
63,1,11,39
64,1,12,68
65,1,13,41
66,1,14,64
67,1,15,21
68,1,16,44
69,1,17,13
70,1,18,46
71,1,19,71
72,1,20,29
73,1,21,42
74,1,22,58
75,1,23,30
76,1,24,85
77,1,25,91
78,1,26,16
79,1,27,62
80,1,28,38
81,1,29,20
82,1,30,62
83,1,31,75
84,1,32,47
85,1,33,40
86,1,34,67
87,1,35,26
88,1,36,8
89,1,37,74
90,1,38,30
91,1,39,27
92,1,40,82
93,1,41,78
94,1,42,80
95,1,43,48
96,1,44,40
97,1,45,16
98,1,46,74
99,1,47,93
100,1,48,89
101,1,49,22
102,1,50,30
103,1,51,82
104,1,52,54
105,1,53,47
106,1,54,54
107,2,1,68
108,2,3,48
109,2,4,69
110,2,5,82
111,2,6,37
112,2,7,78
113,2,8,26
114,2,9,60
115,2,10,54
116,2,11,34
117,2,12,4
118,2,13,28
119,2,14,6
120,2,15,58
121,2,16,50
122,2,17,60
123,2,18,88
124,2,19,26
125,2,20,68
126,2,21,78
127,2,22,44
128,2,23,66
129,2,24,21
130,2,25,51
131,2,26,65
132,2,27,6
133,2,28,77
134,2,29,64
135,2,30,63
136,2,31,36
137,2,32,31
138,2,33,64
139,2,34,46
140,2,35,57
141,2,36,75
142,2,37,13
143,2,38,51
144,2,39,80
145,2,40,29
146,2,41,38
147,2,42,22
148,2,43,64
149,2,44,49
150,2,45,69
151,2,46,28
152,2,47,47
153,2,48,31
154,2,49,73
155,2,50,84
156,2,51,27
157,2,52,57
158,2,53,44
159,2,54,68
160,3,1,54
161,3,2,48
162,3,4,84
163,3,5,87
164,3,6,54
165,3,7,80
166,3,8,32
