link_id,from_node,to_node,mean,variance
0,0,1,25,8.21
1,0,2,15,3.04
2,0,3,20,2.52
3,0,4,7,6.62
4,0,5,25,1.69
5,0,6,9,4.18
6,0,7,14,9.62
7,0,8,16,9.41
8,0,9,24,0.44
9,0,10,26,2.67
10,0,11,29,7.48
11,0,12,12,5.47
12,0,13,23,18.35
13,0,14,28,26.88
14,0,15,27,26.34
15,0,16,19,17.24
16,0,17,8,5.76
17,0,18,35,1.58
18,0,19,23,8.64
19,0,20,37,25.35
20,0,21,27,12.65
21,0,22,30,5.19
22,0,23,31,17.65
23,0,24,33,32.56
24,0,25,33,15.15
25,0,26,6,4.2
26,0,27,16,0.82
27,0,28,25,22.96
28,0,29,18,8.4
29,0,30,14,4.94
30,0,31,37,12.98
31,0,32,22,1.74
32,0,33,18,17.66
33,0,34,10,6.35
34,0,35,18,0.44
35,0,36,33,4.47
36,0,37,32,6.21
37,0,38,27,7.0
38,0,39,22,14.02
39,0,40,14,5.46
40,0,41,36,30.3
41,0,42,36,18.64
42,0,43,32,0.28
43,0,44,21,10.29
44,0,45,14,13.29
45,0,46,11,7.32
46,0,47,27,23.28
47,0,48,21,19.93
48,0,49,28,24.08
49,0,50,30,15.87
50,0,51,11,4.48
51,0,52,14,4.42
52,0,53,23,3.17
53,0,54,27,11.04
54,0,55,42,38.82
55,0,56,37,34.85
56,0,57,28,19.71
57,0,58,20,11.7
58,0,59,37,26.16
59,0,60,0,0.0
60,1,2,15,5.4
61,1,3,23,20.72
62,1,4,26,20.71
63,1,5,33,15.45
64,1,6,16,5.93
65,1,7,40,9.83
66,1,8,40,13.78
67,1,9,37,32.47
68,1,10,48,12.8
69,1,11,54,7.34
70,1,12,32,18.23
71,1,13,42,0.4
72,1,14,53,15.42
73,1,15,40,22.15
74,1,16,14,11.84
75,1,17,25,16.2
76,1,18,36,19.08
77,1,19,48,36.12
78,1,20,45,10.13
79,1,21,24,18.25
80,1,22,10,0.48
81,1,23,13,9.09
82,1,24,26,23.95
