link_id,from_node,to_node,distance
0,0,1,34
1,0,2,89
2,0,3,48
3,0,4,92
4,0,5,62
5,0,6,75
6,0,7,40
7,0,8,96
8,0,9,97
9,0,10,54
10,0,11,65
11,0,12,56
12,0,13,22
13,0,14,67
14,0,15,87
15,0,16,103
16,0,17,65
17,0,18,92
18,0,19,102
19,0,20,90
20,0,21,32
21,0,22,81
22,0,23,61
23,0,24,74
24,0,25,85
25,0,26,114
26,0,27,72
27,0,28,75
28,0,29,59
29,0,30,74
30,0,31,67
31,0,32,75
32,0,33,82
33,0,34,76
34,0,35,126
35,0,36,30
36,0,37,89
37,0,38,51
38,0,39,58
39,0,40,20
40,0,41,85
41,0,42,28
42,0,43,105
43,0,44,58
44,0,45,78
45,0,46,80
46,0,47,103
47,0,48,87
48,0,49,12
49,0,50,69
50,0,51,37
51,0,52,73
52,0,53,40
53,0,54,82
54,0,55,95
55,0,56,105
56,0,57,101
57,0,58,56
58,0,59,74
59,0,60,59
60,0,61,98
61,0,62,54
62,0,63,59
63,0,64,72
64,0,65,120
65,0,66,41
66,0,67,41
67,0,68,98
68,0,69,111
69,0,70,48
70,0,71,62
71,0,72,68
72,0,73,17
73,0,74,54
74,0,75,92
75,0,76,65
76,0,77,42
77,0,78,86
78,0,79,81
79,0,80,0
80,1,2,55
81,1,3,31
82,1,4,97
83,1,5,34
84,1,6,43
85,1,7,7
86,1,8,63
87,1,9,85
88,1,10,21
89,1,11,31
90,1,12,27
91,1,13,18
92,1,14,35
93,1,15,70
94,1,16,73
95,1,17,41
96,1,18,59
97,1,19,78
98,1,20,64
99,1,21,12
100,1,22,82
101,1,23,30
102,1,24,41
103,1,25,63
104,1,26,89
105,1,27,45
106,1,28,41
107,1,29,34
108,1,30,43
109,1,31,43
110,1,32,79
111,1,33,67
112,1,34,41
113,1,35,102
114,1,36,35
115,1,37,56
116,1,38,60
117,1,39,40
118,1,40,18
119,1,41,65
120,1,42,26
121,1,43,75
122,1,44,29
123,1,45,79
124,1,46,59
125,1,47,81
126,1,48,54
127,1,49,40
128,1,50,70
129,1,51,27
130,1,52,39
131,1,53,36
132,1,54,73
133,1,55,79
134,1,56,86
135,1,57,74
136,1,58,63
137,1,59,47
138,1,60,39
139,1,61,69
140,1,62,22
141,1,63,25
142,1,64,55
143,1,65,98
144,1,66,43
145,1,67,43
146,1,68,67
147,1,69,91
148,1,70,47
149,1,71,29
150,1,72,65
151,1,73,36
152,1,74,32
153,1,75,65
154,1,76,64
155,1,77,30
156,1,78,56
157,1,79,47
158,1,80,34
159,2,1,55
160,2,3,55
161,2,4,116
162,2,5,33
163,2,6,17
164,2,7,51
165,2,8,12
166,2,9,82
167,2,10,41
168,2,11,24
169,2,12,36
170,2,13,69
171,2,14,35
172,2,15,62
173,2,16,30
174,2,17,41
175,2,18,28
176,2,19,51
177,2,20,37
178,2,21,63
179,2,22,99
180,2,23,29
181,2,24,16
182,2,25,50
183,2,26,56
184,2,27,34
185,2,28,22
186,2,29,40
187,2,30,21
188,2,31,42
189,2,32,102
190,2,33,66
191,2,34,14
192,2,35,68
193,2,36,77
194,2,37,2
195,2,38,94
196,2,39,53
197,2,40,73
198,2,41,54
199,2,42,70
200,2,43,30
201,2,44,35
202,2,45,98
203,2,46,50
204,2,47,59
205,2,48,26
206,2,49,93
207,2,50,92
208,2,51,63
209,2,52,21
210,2,53,70
211,2,54,79
212,2,55,72
213,2,56,67
214,2,57,39
215,2,58,93
216,2,59,32
217,2,60,51
218,2,61,31
219,2,62,35
220,2,63,31
221,2,64,58
222,2,65,71
223,2,66,78
224,2,67,78
225,2,68,24
226,2,69,70
227,2,70,78
228,2,71,34
229,2,72,83
230,2,73,86
231,2,74,47
232,2,75,39
233,2,76,85
234,2,77,61
235,2,78,21
236,2,79,18
237,2,80,89
238,3,1,31
239,3,2,55
240,3,4,69
241,3,5,21
242,3,6,38
243,3,7,35
244,3,8,57
245,3,9,54
246,3,10,43
247,3,11,39
248,3,12,19
249,3,13,27
250,3,14,54
251,3,15,40
252,3,16,59
253,3,17,18
254,3,18,71
255,3,19,54
256,3,20,43
257,3,21,43
258,3,22,53
259,3,23,27
260,3,24,39
261,3,25,37
262,3,26,66
263,3,27,27
264,3,28,53
265,3,29,15
266,3,30,34
267,3,31,19
268,3,32,52
269,3,33,37
270,3,34,46
271,3,35,78
272,3,36,25
273,3,37,54
274,3,38,39
275,3,39,10
276,3,40,43
277,3,41,37
278,3,42,21
279,3,43,60
280,3,44,20
281,3,45,51
282,3,46,32
283,3,47,55
284,3,48,67
285,3,49,46
286,3,50,43
287,3,51,12
288,3,52,50
289,3,53,16
290,3,54,42
291,3,55,49
292,3,56,58
293,3,57,55
294,3,58,40
295,3,59,29
296,3,60,11
297,3,61,52
298,3,62,27
299,3,63,36
300,3,64,25
301,3,65,72
302,3,66,24
303,3,67,24
304,3,68,54
305,3,69,63
306,3,70,24
307,3,71,47
308,3,72,35
309,3,73,38
310,3,74,8
311,3,75,44
312,3,76,36
313,3,77,7
314,3,78,43
315,3,79,57
316,3,80,48
317,4,1,97
318,4,2,116
319,4,3,69
320,4,5,86
321,4,6,100
322,4,7,102
323,4,8,113
324,4,9,44
325,4,10,112
326,4,11,106
327,4,12,87
328,4,13,83
329,4,14,123
330,4,15,59
331,4,16,103
332,4,17,75
333,4,18,138
334,4,19,82
335,4,20,85
336,4,21,107
337,4,22,17
338,4,23,93
339,4,24,103
340,4,25,69
341,4,26,90
342,4,27,82
343,4,28,120
344,4,29,79
345,4,30,94
346,4,31,74
347,4,32,18
348,4,33,52
349,4,34,111
350,4,35,94
351,4,36,65
352,4,37,114
353,4,38,41
354,4,39,65
355,4,40,101
356,4,41,65
357,4,42,72
358,4,43,105
359,4,44,86
360,4,45,18
361,4,46,67
362,4,47,75
363,4,48,134
364,4,49,82
365,4,50,26
366,4,51,69
367,4,52,118
368,4,53,61
369,4,54,38
370,4,55,54
371,4,56,68
372,4,57,92
373,4,58,36
374,4,59,84
375,4,60,67
376,4,61,96
377,4,62,96
378,4,63,105
379,4,64,57
380,4,65,83
381,4,66,54
382,4,67,54
383,4,68,103
384,4,69,72
385,4,70,49
386,4,71,116
387,4,72,34
388,4,73,75
389,4,74,74
390,4,75,84
391,4,76,33
392,4,77,67
393,4,78,97
394,4,79,123
395,4,80,92
396,5,1,34
397,5,2,33
398,5,3,21
399,5,4,86
400,5,6,16
401,5,7,33
402,5,8,36
403,5,9,60
404,5,10,34
405,5,11,21
406,5,12,6
407,5,13,40
408,5,14,40
409,5,15,41
410,5,16,41
411,5,17,12
412,5,18,52
413,5,19,44
414,5,20,30
415,5,21,45
416,5,22,69
417,5,23,9
418,5,24,18
419,5,25,32
420,5,26,55
421,5,27,12
422,5,28,35
423,5,29,7
424,5,30,13
425,5,31,14
426,5,32,70
427,5,33,42
428,5,34,26
429,5,35,68
430,5,36,45
431,5,37,33
432,5,38,60
433,5,39,21
434,5,40,51
435,5,41,35
436,5,42,39
437,5,43,43
438,5,44,5
439,5,45,67
440,5,46,29
441,5,47,49
442,5,48,48
443,5,49,64
444,5,50,60
445,5,51,31
446,5,52,32
447,5,53,37
448,5,54,52
449,5,55,51
450,5,56,55
451,5,57,40
452,5,58,60
453,5,59,13
454,5,60,18
455,5,61,36
456,5,62,15
457,5,63,22
458,5,64,31
459,5,65,65
460,5,66,45
461,5,67,45
462,5,68,35
463,5,69,59
464,5,70,45
465,5,71,34
466,5,72,52
467,5,73,56
468,5,74,14
469,5,75,32
470,5,76,53
471,5,77,28
472,5,78,24
473,5,79,37
474,5,80,62
475,6,1,43
476,6,2,17
477,6,3,38
478,6,4,100
479,6,5,16
480,6,7,40
481,6,8,21
482,6,9,70
483,6,10,34
484,6,11,16
485,6,12,20
486,6,13,54
487,6,14,34
488,6,15,50
489,6,16,31
490,6,17,25
491,6,18,39
492,6,19,44
493,6,20,29
494,6,21,52
495,6,22,83
496,6,23,14
497,6,24,4
498,6,25,38
499,6,26,53
500,6,27,19
501,6,28,25
502,6,29,23
503,6,30,6
504,6,31,26
505,6,32,86
506,6,33,52
507,6,34,13
508,6,35,66
509,6,36,61
510,6,37,16
511,6,38,77
512,6,39,36
513,6,40,61
514,6,41,42
515,6,42,54
516,6,43,33
517,6,44,19
518,6,45,82
519,6,46,37
520,6,47,51
521,6,48,35
522,6,49,78
523,6,50,76
524,6,51,47
525,6,52,22
526,6,53,54
527,6,54,65
528,6,55,60
529,6,56,59
530,6,57,36
531,6,58,77
532,6,59,17
533,6,60,34
534,6,61,29
535,6,62,21
536,6,63,22
537,6,64,43
538,6,65,65
539,6,66,61
540,6,67,61
541,6,68,25
542,6,69,62
543,6,70,61
544,6,71,30
545,6,72,67
546,6,73,71
547,6,74,30
548,6,75,31
549,6,76,69
550,6,77,44
551,6,78,15
552,6,79,25
553,6,80,75
554,7,1,7
555,7,2,51
556,7,3,35
557,7,4,102
558,7,5,33
559,7,6,40
560,7,8,59
561,7,9,88
562,7,10,15
563,7,11,26
564,7,12,27
565,7,13,25
566,7,14,28
567,7,15,72
568,7,16,71
569,7,17,42
570,7,18,52
571,7,19,77
572,7,20,63
573,7,21,13
574,7,22,87
575,7,23,28
576,7,24,37
577,7,25,64
578,7,26,88
579,7,27,45
580,7,28,35
581,7,29,35
582,7,30,41
583,7,31,44
584,7,32,85
585,7,33,70
586,7,34,37
587,7,35,101
588,7,36,42
589,7,37,51
590,7,38,66
591,7,39,43
592,7,40,22
593,7,41,66
594,7,42,33
595,7,43,72
596,7,44,28
597,7,45,84
598,7,46,60
599,7,47,82
600,7,48,47
601,7,49,47
602,7,50,76
603,7,51,33
604,7,52,33
605,7,53,42
606,7,54,77
607,7,55,81
608,7,56,87
609,7,57,73
610,7,58,69
611,7,59,46
612,7,60,42
613,7,61,67
614,7,62,19
615,7,63,20
616,7,64,58
617,7,65,98
618,7,66,49
619,7,67,49
620,7,68,64
621,7,69,92
622,7,70,53
623,7,71,22
624,7,72,69
625,7,73,43
626,7,74,34
627,7,75,65
628,7,76,69
629,7,77,35
630,7,78,54
631,7,79,41
632,7,80,40
633,8,1,63
634,8,2,12
635,8,3,57
636,8,4,113
637,8,5,36
638,8,6,21
639,8,7,59
640,8,9,76
641,8,10,51
642,8,11,33
643,8,12,41
644,8,13,75
645,8,14,46
646,8,15,57
647,8,16,19
648,8,17,41
649,8,18,38
650,8,19,42
651,8,20,30
652,8,21,72
653,8,22,96
654,8,23,34
655,8,24,22
656,8,25,45
657,8,26,46
658,8,27,32
659,8,28,34
660,8,29,42
661,8,30,23
662,8,31,41
663,8,32,100
664,8,33,61
665,8,34,24
666,8,35,57
667,8,36,81
668,8,37,10
669,8,38,95
670,8,39,53
671,8,40,81
672,8,41,49
673,8,42,75
674,8,43,19
675,8,44,39
676,8,45,95
677,8,46,46
678,8,47,50
679,8,48,37
680,8,49,99
681,8,50,90
682,8,51,67
683,8,52,33
684,8,53,73
685,8,54,75
686,8,55,65
687,8,56,59
688,8,57,29
689,8,58,94
690,8,59,30
691,8,60,51
692,8,61,22
693,8,62,42
694,8,63,40
695,8,64,55
696,8,65,60
697,8,66,80
698,8,67,80
699,8,68,14
700,8,69,61
701,8,70,79
702,8,71,45
703,8,72,81
704,8,73,91
705,8,74,49
706,8,75,31
707,8,76,84
708,8,77,64
709,8,78,16
710,8,79,29
711,8,80,96
712,9,1,85
713,9,2,82
714,9,3,54
715,9,4,44
716,9,5,60
717,9,6,70
718,9,7,88
719,9,8,76
720,9,10,93
721,9,11,81
722,9,12,64
723,9,13,79
724,9,14,100
725,9,15,20
726,9,16,63
727,9,17,49
728,9,18,108
729,9,19,39
730,9,20,47
731,9,21,97
732,9,22,32
733,9,23,69
734,9,24,73
735,9,25,32
736,9,26,46
737,9,27,51
738,9,28,94
739,9,29,55
740,9,30,64
741,9,31,47
742,9,32,41
743,9,33,18
744,9,34,82
745,9,35,50
746,9,36,67
747,9,37,81
748,9,38,56
749,9,39,45
750,9,40,97
751,9,41,28
752,9,42,70
753,9,43,65
754,9,44,63
755,9,45,34
756,9,46,33
757,9,47,32
758,9,48,105
759,9,49,90
760,9,50,37
761,9,51,62
762,9,52,91
763,9,53,57
764,9,54,15
765,9,55,11
766,9,56,24
767,9,57,51
768,9,58,51
769,9,59,52
770,9,60,46
771,9,61,57
772,9,62,74
773,9,63,82
774,9,64,30
775,9,65,39
776,9,66,56
777,9,67,56
778,9,68,64
779,9,69,28
780,9,70,50
781,9,71,94
782,9,72,32
783,9,73,81
784,9,74,54
785,9,75,45
786,9,76,36
787,9,77,57
788,9,78,61
789,9,79,94
790,9,80,97
791,10,1,21
792,10,2,41
793,10,3,43
794,10,4,112
795,10,5,34
796,10,6,34
797,10,7,15
798,10,8,51
799,10,9,93
800,10,11,18
801,10,12,29
802,10,13,39
803,10,14,14
804,10,15,75
805,10,16,65
806,10,17,45
807,10,18,38
808,10,19,76
809,10,20,61
810,10,21,24
811,10,22,96
812,10,23,26
813,10,24,31
814,10,25,66
815,10,26,86
816,10,27,45
817,10,28,22
818,10,29,38
819,10,30,37
820,10,31,47
821,10,32,95
822,10,33,75
823,10,34,27
824,10,35,99
825,10,36,55
826,10,37,42
827,10,38,79
828,10,39,50
829,10,40,35
830,10,41,69
831,10,42,46
832,10,43,66
833,10,44,30
834,10,45,94
835,10,46,63
836,10,47,82
837,10,48,33
838,10,49,61
839,10,50,86
840,10,51,45
841,10,52,21
842,10,53,54
843,10,54,84
844,10,55,85
845,10,56,88
846,10,57,69
847,10,58,81
848,10,59,46
849,10,60,48
850,10,61,63
851,10,62,19
852,10,63,13
853,10,64,63
854,10,65,98
855,10,66,62
856,10,67,62
857,10,68,59
858,10,69,93
859,10,70,65
860,10,71,8
861,10,72,79
862,10,73,58
863,10,74,40
864,10,75,63
865,10,76,79
866,10,77,46
867,10,78,49
868,10,79,28
869,10,80,54
870,11,1,31
871,11,2,24
872,11,3,39
873,11,4,106
874,11,5,21
875,11,6,16
876,11,7,26
877,11,8,33
878,11,9,81
879,11,10,18
880,11,12,20
881,11,13,46
882,11,14,19
883,11,15,62
884,11,16,47
885,11,17,33
886,11,18,33
887,11,19,60
888,11,20,45
889,11,21,39
890,11,22,89
891,11,23,13
892,11,24,13
893,11,25,51
894,11,26,69
895,11,27,30
896,11,28,14
897,11,29,28
898,11,30,20
899,11,31,35
900,11,32,91
901,11,33,63
902,11,34,10
903,11,35,82
904,11,36,58
905,11,37,25
906,11,38,78
907,11,39,41
908,11,40,48
909,11,41,55
910,11,42,49
911,11,43,48
912,11,44,20
913,11,45,88
914,11,46,49
915,11,47,66
916,11,48,28
917,11,49,70
918,11,50,81
919,11,51,44
920,11,52,11
921,11,53,53
922,11,54,74
923,11,55,72
924,11,56,73
925,11,57,52
926,11,58,78
927,11,59,30
928,11,60,39
929,11,61,45
930,11,62,13
931,11,63,7
932,11,64,52
933,11,65,81
934,11,66,61
935,11,67,61
936,11,68,40
937,11,69,77
938,11,70,62
939,11,71,14
940,11,72,72
941,11,73,64
942,11,74,33
943,11,75,47
