link_id,from_node,to_node,distance
0,0,1,25
1,0,2,15
2,0,3,20
3,0,4,7
4,0,5,25
5,0,6,9
6,0,7,14
7,0,8,16
8,0,9,24
9,0,10,26
10,0,11,29
11,0,12,12
12,0,13,23
13,0,14,28
14,0,15,27
15,0,16,19
16,0,17,8
17,0,18,35
18,0,19,23
19,0,20,37
20,0,21,27
21,0,22,30
22,0,23,31
23,0,24,33
24,0,25,33
25,0,26,6
26,0,27,16
27,0,28,25
28,0,29,18
29,0,30,14
30,0,31,37
31,0,32,22
32,0,33,18
33,0,34,10
34,0,35,18
35,0,36,33
36,0,37,32
37,0,38,27
38,0,39,22
39,0,40,14
40,0,41,36
41,0,42,36
42,0,43,32
43,0,44,21
44,0,45,14
45,0,46,11
46,0,47,27
47,0,48,21
48,0,49,28
49,0,50,0
50,1,2,15
51,1,3,23
52,1,4,26
53,1,5,33
54,1,6,16
55,1,7,40
56,1,8,40
57,1,9,37
58,1,10,48
59,1,11,54
60,1,12,32
61,1,13,42
62,1,14,53
63,1,15,40
64,1,16,14
65,1,17,25
66,1,18,36
67,1,19,48
68,1,20,45
69,1,21,24
70,1,22,10
71,1,23,13
72,1,24,26
73,1,25,42
74,1,26,31
75,1,27,35
76,1,28,14
77,1,29,30
78,1,30,21
79,1,31,55
80,1,32,31
81,1,33,8
82,1,34,33
83,1,35,43
84,1,36,34
85,1,37,39
86,1,38,51
87,1,39,39
88,1,40,29
89,1,41,11
90,1,42,11
91,1,43,7
92,1,44,26
93,1,45,29
94,1,46,35
95,1,47,29
96,1,48,26
97,1,49,19
98,1,50,25
99,2,1,15
100,2,3,24
101,2,4,13
102,2,5,20
103,2,6,9
104,2,7,28
105,2,8,27
106,2,9,34
107,2,10,40
108,2,11,43
109,2,12,25
110,2,13,28
111,2,14,40
112,2,15,26
113,2,16,18
114,2,17,18
115,2,18,40
116,2,19,34
117,2,20,32
118,2,21,15
119,2,22,16
120,2,23,25
121,2,24,34
122,2,25,42
123,2,26,21
124,2,27,21
125,2,28,10
126,2,29,16
127,2,30,7
128,2,31,50
129,2,32,30
130,2,33,10
131,2,34,20
132,2,35,31
133,2,36,24
134,2,37,26
135,2,38,41
136,2,39,35
137,2,40,25
138,2,41,26
139,2,42,24
140,2,43,21
141,2,44,27
142,2,45,15
143,2,46,22
144,2,47,18
145,2,48,13
146,2,49,27
147,2,50,15
148,3,1,23
149,3,2,24
150,3,4,26
151,3,5,42
152,3,6,16
153,3,7,29
154,3,8,34
155,3,9,15
156,3,10,28
157,3,11,39
158,3,12,15
159,3,13,42
160,3,14,43
161,3,15,46
162,3,16,9
163,3,17,12
164,3,18,16
165,3,19,41
166,3,20,55
167,3,21,39
168,3,22,32
169,3,23,20
170,3,24,14
171,3,25,19
172,3,26,20
173,3,27,36
174,3,28,32
175,3,29,36
176,3,30,29
177,3,31,33
178,3,32,8
179,3,33,17
180,3,34,29
181,3,35,34
182,3,36,48
183,3,37,49
184,3,38,33
185,3,39,17
186,3,40,10
187,3,41,29
188,3,42,32
189,3,43,26
190,3,44,3
191,3,45,33
192,3,46,30
193,3,47,42
194,3,48,36
195,3,49,11
196,3,50,20
197,4,1,26
198,4,2,13
199,4,3,26
200,4,5,18
201,4,6,12
202,4,7,16
203,4,8,14
204,4,9,31
205,4,10,31
206,4,11,32
207,4,12,19
208,4,13,17
209,4,14,28
210,4,15,20
211,4,16,24
212,4,17,15
213,4,18,42
214,4,19,21
215,4,20,30
216,4,21,22
217,4,22,29
218,4,23,35
219,4,24,39
220,4,25,40
221,4,26,12
222,4,27,10
223,4,28,21
224,4,29,11
225,4,30,9
226,4,31,43
227,4,32,29
228,4,33,20
229,4,34,7
230,4,35,18
231,4,36,27
232,4,37,25
233,4,38,31
234,4,39,29
235,4,40,21
236,4,41,38
237,4,42,37
238,4,43,33
239,4,44,27
240,4,45,7
241,4,46,9
242,4,47,21
243,4,48,14
244,4,49,33
245,4,50,7
246,5,1,33
247,5,2,20
248,5,3,42
249,5,4,18
250,5,6,26
251,5,7,30
252,5,8,25
253,5,9,49
254,5,10,48
255,5,11,45
256,5,12,37
257,5,13,17
258,5,14,38
259,5,15,8
260,5,16,38
261,5,17,33
262,5,18,58
263,5,19,29
264,5,20,13
265,5,21,13
266,5,22,30
267,5,23,45
268,5,24,53
269,5,25,58
270,5,26,30
271,5,27,14
272,5,28,20
273,5,29,7
274,5,30,13
275,5,31,61
276,5,32,47
277,5,33,30
278,5,34,21
279,5,35,30
280,5,36,10
281,5,37,7
282,5,38,47
283,5,39,47
284,5,40,39
285,5,41,43
286,5,42,40
287,5,43,39
288,5,44,44
289,5,45,11
290,5,46,22
291,5,47,7
292,5,48,7
293,5,49,47
294,5,50,25
295,6,1,16
296,6,2,9
297,6,3,16
298,6,4,12
299,6,5,26
300,6,7,23
301,6,8,25
302,6,9,26
303,6,10,33
304,6,11,38
305,6,12,17
306,6,13,29
307,6,14,37
308,6,15,31
309,6,16,12
310,6,17,10
311,6,18,33
312,6,19,32
313,6,20,39
314,6,21,24
315,6,22,22
316,6,23,23
317,6,24,28
318,6,25,34
319,6,26,14
320,6,27,22
321,6,28,18
322,6,29,21
323,6,30,13
324,6,31,42
325,6,32,22
326,6,33,9
327,6,34,18
328,6,35,27
329,6,36,32
330,6,37,33
331,6,38,35
332,6,39,26
333,6,40,16
334,6,41,27
335,6,42,27
336,6,43,23
337,6,44,18
338,6,45,17
339,6,46,20
340,6,47,25
341,6,48,20
342,6,49,21
343,6,50,9
344,7,1,40
345,7,2,28
346,7,3,29
347,7,4,16
348,7,5,30
349,7,6,23
350,7,8,7
351,7,9,26
352,7,10,19
353,7,11,16
354,7,12,15
355,7,13,19
356,7,14,14
357,7,15,29
358,7,16,32
359,7,17,18
360,7,18,41
361,7,19,12
362,7,20,39
363,7,21,37
364,7,22,44
365,7,23,45
366,7,24,44
367,7,25,36
368,7,26,10
369,7,27,17
370,7,28,37
371,7,29,24
372,7,30,25
373,7,31,32
374,7,32,28
375,7,33,32
376,7,34,10
377,7,35,5
378,7,36,40
379,7,37,36
380,7,38,16
381,7,39,22
382,7,40,20
383,7,41,50
384,7,42,50
385,7,43,46
386,7,44,29
387,7,45,20
388,7,46,8
389,7,47,35
390,7,48,29
391,7,49,40
392,7,50,14
393,8,1,40
394,8,2,27
395,8,3,34
396,8,4,14
397,8,5,25
398,8,6,25
399,8,7,7
400,8,9,32
401,8,10,26
402,8,11,20
403,8,12,21
404,8,13,12
405,8,14,14
406,8,15,22
407,8,16,35
408,8,17,22
409,8,18,47
410,8,19,8
411,8,20,33
412,8,21,34
413,8,22,43
414,8,23,47
415,8,24,48
416,8,25,42
417,8,26,14
418,8,27,11
419,8,28,35
420,8,29,19
