link_id,from_node,to_node,mean,variance
0,0,1,21,20.97
1,0,2,31,22.13
2,0,3,67,63.64
3,0,4,67,49.65
4,0,5,79,78.68
5,0,6,30,4.48
6,0,7,29,28.46
7,0,8,82,68.1
8,0,9,19,11.25
9,0,10,70,47.5
10,0,11,60,25.77
11,0,12,50,14.26
12,0,13,44,31.95
13,0,14,20,8.23
14,0,15,36,16.34
15,0,16,67,41.76
16,0,17,56,53.34
17,0,18,50,47.23
18,0,19,65,16.21
19,0,20,54,34.12
20,0,21,88,46.73
21,0,22,46,10.37
22,0,23,9,4.34
23,0,24,42,13.03
24,0,25,36,6.07
25,0,26,24,15.63
26,0,27,43,24.54
27,0,28,25,10.46
28,0,29,30,20.37
29,0,30,70,67.37
30,0,31,40,10.58
31,0,32,35,6.93
32,0,33,93,60.71
33,0,34,54,9.68
34,0,35,25,10.62
35,0,36,67,49.99
36,0,37,48,47.07
37,0,38,21,20.65
38,0,39,67,27.7
39,0,40,66,27.39
40,0,41,86,68.28
41,0,42,59,21.73
42,0,43,42,19.12
43,0,44,29,22.78
44,0,45,0,0.0
45,1,2,50,44.78
46,1,3,80,68.16
47,1,4,86,2.19
48,1,5,86,45.04
49,1,6,12,1.58
50,1,7,41,1.05
51,1,8,94,74.92
52,1,9,38,6.99
53,1,10,83,36.58
54,1,11,51,19.3
55,1,12,70,34.96
56,1,13,54,44.88
57,1,14,14,12.64
58,1,15,57,37.84
59,1,16,86,5.94
60,1,17,56,25.74
61,1,18,49,16.91
62,1,19,54,11.65
63,1,20,65,41.67
64,1,21,98,70.36
65,1,22,64,32.11
66,1,23,29,6.97
67,1,24,25,0.71
68,1,25,56,40.19
69,1,26,24,15.5
70,1,27,34,25.83
71,1,28,38,34.15
72,1,29,29,22.26
73,1,30,59,8.64
74,1,31,34,7.16
75,1,32,47,14.95
76,1,33,105,49.41
77,1,34,42,21.51
78,1,35,15,1.55
79,1,36,88,37.64
80,1,37,33,3.99
81,1,38,34,8.06
82,1,39,88,12.09
83,1,40,56,21.48
84,1,41,99,40.08
85,1,42,79,66.09
86,1,43,42,4.41
87,1,44,9,3.12
88,1,45,21,3.1
89,2,1,50,26.54
90,2,3,73,72.07
91,2,4,56,28.97
92,2,5,93,83.84
93,2,6,61,9.79
94,2,7,46,0.15
95,2,8,88,80.03
96,2,9,28,2.73
97,2,10,75,15.82
98,2,11,90,81.01
99,2,12,22,5.95
100,2,13,59,9.18
101,2,14,42,29.53
102,2,15,21,5.4
103,2,16,60,9.31
104,2,17,81,26.96
105,2,18,76,41.87
106,2,19,95,91.19
107,2,20,67,37.0
108,2,21,97,76.88
109,2,22,42,17.76
110,2,23,27,21.54
111,2,24,73,0.35
112,2,25,8,1.23
113,2,26,53,25.82
114,2,27,73,13.78
115,2,28,43,5.18
116,2,29,58,4.63
117,2,30,100,67.54
118,2,31,51,0.54
119,2,32,50,16.46
120,2,33,99,69.91
121,2,34,85,0.26
122,2,35,47,30.74
123,2,36,45,31.6
124,2,37,79,49.15
125,2,38,20,0.66
126,2,39,43,28.17
127,2,40,95,75.16
128,2,41,91,30.54
129,2,42,47,12.72
130,2,43,68,63.91
131,2,44,59,29.07
132,2,45,31,6.09
133,3,1,80,59.31
134,3,2,73,51.51
135,3,4,37,22.13
136,3,5,26,11.07
137,3,6,80,40.79
138,3,7,39,32.58
139,3,8,16,8.92
140,3,9,50,5.45
141,3,10,4,0.05
142,3,11,71,37.97
143,3,12,69,19.46
144,3,13,26,13.04
145,3,14,86,76.18
146,3,15,53,43.43
147,3,16,30,21.51
