link_id,from_node,to_node,distance
0,0,1,57
1,0,2,87
2,0,3,62
3,0,4,24
4,0,5,75
5,0,6,25
6,0,7,16
7,0,8,55
8,0,9,71
9,0,10,70
10,0,11,79
11,0,12,94
12,0,13,42
13,0,14,11
14,0,15,68
15,0,16,16
16,0,17,36
17,0,18,23
18,0,19,43
19,0,20,39
20,0,21,72
21,0,22,91
22,0,23,104
23,0,24,10
24,0,25,50
25,0,26,58
26,0,27,57
27,0,28,92
28,0,29,18
29,0,30,67
30,0,31,42
31,0,32,69
32,0,33,71
33,0,34,38
34,0,35,52
35,0,36,20
36,0,37,0
37,1,2,41
38,1,3,6
39,1,4,43
40,1,5,19
41,1,6,33
42,1,7,59
43,1,8,15
44,1,9,30
45,1,10,60
46,1,11,70
47,1,12,77
48,1,13,52
49,1,14,47
50,1,15,75
51,1,16,62
52,1,17,33
53,1,18,41
54,1,19,28
55,1,20,18
56,1,21,38
57,1,22,67
58,1,23,71
59,1,24,66
60,1,25,76
61,1,26,44
62,1,27,93
63,1,28,49
64,1,29,68
65,1,30,71
66,1,31,28
67,1,32,82
68,1,33,23
69,1,34,30
70,1,35,79
71,1,36,57
72,1,37,57
73,2,1,41
74,2,3,43
75,2,4,64
76,2,5,44
77,2,6,68
78,2,7,81
79,2,8,56
80,2,9,16
81,2,10,46
82,2,11,51
83,2,12,49
84,2,13,59
85,2,14,76
86,2,15,67
87,2,16,84
88,2,17,51
89,2,18,64
90,2,19,43
91,2,20,54
92,2,21,17
93,2,22,36
94,2,23,32
95,2,24,93
96,2,25,81
97,2,26,38
98,2,27,100
99,2,28,8
100,2,29,102
101,2,30,62
102,2,31,45
103,2,32,75
104,2,33,18
105,2,34,49
106,2,35,83
107,2,36,93
108,2,37,87
109,3,1,6
110,3,2,43
111,3,4,48
112,3,5,13
113,3,6,37
114,3,7,64
115,3,8,13
116,3,9,33
117,3,10,65
118,3,11,75
119,3,12,81
120,3,13,58
121,3,14,51
122,3,15,80
123,3,16,67
124,3,17,39
125,3,18,46
126,3,19,33
127,3,20,22
128,3,21,41
129,3,22,70
130,3,23,73
131,3,24,71
132,3,25,82
133,3,26,49
134,3,27,99
135,3,28,50
136,3,29,71
137,3,30,76
138,3,31,33
139,3,32,87
140,3,33,25
141,3,34,36
142,3,35,84
143,3,36,60
144,3,37,62
145,4,1,43
146,4,2,64
147,4,3,48
148,4,5,62
149,4,6,23
150,4,7,17
151,4,8,47
152,4,9,49
153,4,10,46
154,4,11,56
155,4,12,71
156,4,13,20
157,4,14,15
158,4,15,48
159,4,16,20
160,4,17,13
161,4,18,3
162,4,19,21
163,4,20,28
164,4,21,49
165,4,22,66
166,4,23,80
167,4,24,28
168,4,25,38
169,4,26,34
170,4,27,52
171,4,28,69
172,4,29,42
173,4,30,46
174,4,31,20
175,4,32,52
176,4,33,51
177,4,34,16
178,4,35,40
179,4,36,39
180,4,37,24
181,5,1,19
182,5,2,44
183,5,3,13
184,5,4,62
185,5,6,50
186,5,7,77
187,5,8,21
188,5,9,38
189,5,10,75
190,5,11,83
191,5,12,88
192,5,13,71
193,5,14,64
194,5,15,92
195,5,16,80
196,5,17,52
197,5,18,59
198,5,19,46
199,5,20,35
200,5,21,48
201,5,22,76
202,5,23,76
203,5,24,84
204,5,25,95
205,5,26,59
206,5,27,112
207,5,28,51
208,5,29,83
209,5,30,87
210,5,31,46
211,5,32,99
212,5,33,29
213,5,34,49
214,5,35,97
215,5,36,71
216,5,37,75
217,6,1,33
218,6,2,68
219,6,3,37
220,6,4,23
221,6,5,50
222,6,7,32
223,6,8,30
224,6,9,52
225,6,10,64
226,6,11,74
227,6,12,87
228,6,13,42
229,6,14,16
230,6,15,70
231,6,16,34
232,6,17,25
233,6,18,19
234,6,19,29
235,6,20,15
236,6,21,57
237,6,22,80
238,6,23,91
239,6,24,35
240,6,25,60
241,6,26,49
242,6,27,73
243,6,28,74
244,6,29,35
