link_id,from_node,to_node,mean,variance
0,0,1,25,10.24
1,0,2,15,5.57
2,0,3,20,7.13
3,0,4,7,0.93
4,0,5,25,19.33
5,0,6,9,6.67
6,0,7,14,7.97
7,0,8,16,12.17
8,0,9,24,6.52
9,0,10,26,9.14
10,0,11,29,21.15
11,0,12,12,10.23
12,0,13,23,4.04
13,0,14,28,4.31
14,0,15,27,6.78
15,0,16,19,3.89
16,0,17,8,2.28
17,0,18,35,21.74
18,0,19,23,20.75
19,0,20,37,17.79
20,0,21,27,20.07
21,0,22,30,9.35
22,0,23,31,26.58
23,0,24,33,6.87
24,0,25,33,12.83
25,0,26,6,0.96
26,0,27,16,0.81
27,0,28,25,11.0
28,0,29,18,13.86
29,0,30,14,2.07
30,0,31,37,6.07
31,0,32,22,11.57
32,0,33,18,2.72
33,0,34,10,2.58
34,0,35,18,0.58
35,0,36,33,20.36
36,0,37,32,4.64
37,0,38,27,9.7
38,0,39,22,2.63
39,0,40,14,10.77
40,0,41,36,17.57
41,0,42,36,11.85
42,0,43,32,27.75
43,0,44,21,18.08
44,0,45,14,8.69
45,0,46,11,10.19
46,0,47,27,6.97
47,0,48,21,1.42
48,0,49,28,26.18
49,0,50,0,0.0
50,1,2,15,8.81
51,1,3,23,14.64
52,1,4,26,19.75
53,1,5,33,23.24
54,1,6,16,0.69
55,1,7,40,10.64
56,1,8,40,28.42
57,1,9,37,27.27
58,1,10,48,17.58
59,1,11,54,37.62
60,1,12,32,0.07
61,1,13,42,13.32
62,1,14,53,5.54
63,1,15,40,12.42
64,1,16,14,0.34
65,1,17,25,6.25
66,1,18,36,22.77
67,1,19,48,6.41
68,1,20,45,25.4
69,1,21,24,21.87
70,1,22,10,9.4
71,1,23,13,2.58
72,1,24,26,23.7
73,1,25,42,37.32
74,1,26,31,6.08
75,1,27,35,18.4
76,1,28,14,6.89
77,1,29,30,27.17
78,1,30,21,7.49
79,1,31,55,16.39
80,1,32,31,26.74
81,1,33,8,1.6
82,1,34,33,2.76
83,1,35,43,24.46
84,1,36,34,5.47
85,1,37,39,11.04
86,1,38,51,30.49
87,1,39,39,25.9
88,1,40,29,6.71
89,1,41,11,2.41
90,1,42,11,1.55
91,1,43,7,4.22
92,1,44,26,8.68
93,1,45,29,14.71
94,1,46,35,21.68
95,1,47,29,22.62
96,1,48,26,11.99
97,1,49,19,1.21
98,1,50,25,5.56
99,2,1,15,6.95
100,2,3,24,10.76
101,2,4,13,2.92
102,2,5,20,8.59
103,2,6,9,7.0
104,2,7,28,19.79
105,2,8,27,12.72
106,2,9,34,4.5
107,2,10,40,39.38
108,2,11,43,38.33
109,2,12,25,11.47
110,2,13,28,1.87
111,2,14,40,16.25
112,2,15,26,1.46
113,2,16,18,8.64
114,2,17,18,4.21
115,2,18,40,3.33
116,2,19,34,26.25
117,2,20,32,22.3
118,2,21,15,13.92
119,2,22,16,7.85
120,2,23,25,16.78
121,2,24,34,33.86
122,2,25,42,19.24
123,2,26,21,12.84
124,2,27,21,7.56
125,2,28,10,0.1
126,2,29,16,9.85
127,2,30,7,1.31
128,2,31,50,42.15
129,2,32,30,27.98
130,2,33,10,7.97
131,2,34,20,10.74
132,2,35,31,8.18
133,2,36,24,4.34
134,2,37,26,11.04
135,2,38,41,13.13
136,2,39,35,15.61
137,2,40,25,8.86
138,2,41,26,2.12
139,2,42,24,7.16
140,2,43,21,10.06
141,2,44,27,6.78
142,2,45,15,1.54
143,2,46,22,7.73
144,2,47,18,6.69
145,2,48,13,5.72
146,2,49,27,12.88
147,2,50,15,7.22
148,3,1,23,21.6
149,3,2,24,16.97
150,3,4,26,11.7
151,3,5,42,16.75
152,3,6,16,15.21
153,3,7,29,21.43
154,3,8,34,12.85
155,3,9,15,13.9
156,3,10,28,17.56
157,3,11,39,9.8
158,3,12,15,0.0
159,3,13,42,36.46
160,3,14,43,31.5
161,3,15,46,45.95
162,3,16,9,5.92
163,3,17,12,8.44
164,3,18,16,8.84
165,3,19,41,7.51
166,3,20,55,37.15
167,3,21,39,2.58
168,3,22,32,31.47
169,3,23,20,14.66
170,3,24,14,2.78
171,3,25,19,12.46
172,3,26,20,11.21
173,3,27,36,27.89
174,3,28,32,23.57
175,3,29,36,1.26
176,3,30,29,22.16
177,3,31,33,6.18
178,3,32,8,7.36
179,3,33,17,10.79
180,3,34,29,12.44
181,3,35,34,33.65
182,3,36,48,12.03
183,3,37,49,18.54
184,3,38,33,9.62
185,3,39,17,12.13
186,3,40,10,0.75
187,3,41,29,15.49
188,3,42,32,26.61
189,3,43,26,8.17
190,3,44,3,2.22
191,3,45,33,15.29
192,3,46,30,22.11
193,3,47,42,18.67
194,3,48,36,3.14
195,3,49,11,0.34
196,3,50,20,19.46
197,4,1,26,23.28
198,4,2,13,4.12
199,4,3,26,10.31
200,4,5,18,7.52
201,4,6,12,5.68
202,4,7,16,0.46
203,4,8,14,3.13
204,4,9,31,12.18
205,4,10,31,26.13
206,4,11,32,25.14
207,4,12,19,17.73
208,4,13,17,15.99
209,4,14,28,3.45
210,4,15,20,2.04
211,4,16,24,6.71
212,4,17,15,9.01
213,4,18,42,26.78
214,4,19,21,19.44
215,4,20,30,27.76
216,4,21,22,19.09
217,4,22,29,11.37
218,4,23,35,10.66
219,4,24,39,4.45
220,4,25,40,4.78
221,4,26,12,6.02
222,4,27,10,9.56
223,4,28,21,11.02
224,4,29,11,7.81
225,4,30,9,6.29
226,4,31,43,19.86
227,4,32,29,19.78
228,4,33,20,11.69
229,4,34,7,4.27
230,4,35,18,0.66
231,4,36,27,11.84
232,4,37,25,2.5
233,4,38,31,25.16
234,4,39,29,10.41
235,4,40,21,14.21
236,4,41,38,15.05
237,4,42,37,27.92
238,4,43,33,30.05
239,4,44,27,22.74
240,4,45,7,5.81
241,4,46,9,1.88
242,4,47,21,20.71
243,4,48,14,11.46
244,4,49,33,26.27
245,4,50,7,2.48
246,5,1,33,7.03
247,5,2,20,9.12
248,5,3,42,38.47
249,5,4,18,15.65
250,5,6,26,18.17
251,5,7,30,6.9
252,5,8,25,20.95
253,5,9,49,2.54
254,5,10,48,8.67
255,5,11,45,27.45
256,5,12,37,18.99
257,5,13,17,7.97
258,5,14,38,9.18
259,5,15,8,5.98
260,5,16,38,10.9
261,5,17,33,11.36
262,5,18,58,19.25
263,5,19,29,5.17
264,5,20,13,1.44
265,5,21,13,5.08
266,5,22,30,15.56
267,5,23,45,3.14
268,5,24,53,8.89
269,5,25,58,17.49
270,5,26,30,15.39
271,5,27,14,3.18
272,5,28,20,0.88
273,5,29,7,3.24
274,5,30,13,4.97
275,5,31,61,36.23
276,5,32,47,28.31
277,5,33,30,25.14
278,5,34,21,2.36
279,5,35,30,16.03
280,5,36,10,4.55
281,5,37,7,5.12
282,5,38,47,37.09
283,5,39,47,33.27
284,5,40,39,30.23
285,5,41,43,10.24
286,5,42,40,15.28
287,5,43,39,11.05
288,5,44,44,11.41
289,5,45,11,8.04
290,5,46,22,2.52
291,5,47,7,6.01
292,5,48,7,6.22
293,5,49,47,18.19
294,5,50,25,23.29
295,6,1,16,4.84
296,6,2,9,5.51
297,6,3,16,5.92
298,6,4,12,2.93
299,6,5,26,17.08
300,6,7,23,19.54
301,6,8,25,14.67
302,6,9,26,1.12
303,6,10,33,20.52
304,6,11,38,20.67
305,6,12,17,16.17
306,6,13,29,12.89
307,6,14,37,32.91
308,6,15,31,12.02
309,6,16,12,9.12
310,6,17,10,1.7
311,6,18,33,4.41
312,6,19,32,0.45
313,6,20,39,25.3
314,6,21,24,16.22
315,6,22,22,5.33
316,6,23,23,7.52
317,6,24,28,20.22
318,6,25,34,14.15
319,6,26,14,12.74
320,6,27,22,17.27
321,6,28,18,11.16
322,6,29,21,1.37
323,6,30,13,3.89
324,6,31,42,37.99
325,6,32,22,8.96
326,6,33,9,5.54
327,6,34,18,1.66
328,6,35,27,7.33
329,6,36,32,9.24
330,6,37,33,24.8
331,6,38,35,3.34
332,6,39,26,3.62
333,6,40,16,12.4
334,6,41,27,15.12
335,6,42,27,18.1
336,6,43,23,0.59
337,6,44,18,4.87
338,6,45,17,10.87
339,6,46,20,1.27
340,6,47,25,22.65
341,6,48,20,17.5
342,6,49,21,5.55
343,6,50,9,5.98
344,7,1,40,22.21
345,7,2,28,5.5
346,7,3,29,16.46
347,7,4,16,9.97
348,7,5,30,1.86
349,7,6,23,19.79
350,7,8,7,2.07
351,7,9,26,10.46
352,7,10,19,3.15
353,7,11,16,15.19
354,7,12,15,11.02
355,7,13,19,8.04
356,7,14,14,7.41
357,7,15,29,3.17
358,7,16,32,29.89
359,7,17,18,6.61
360,7,18,41,36.06
361,7,19,12,10.32
362,7,20,39,29.62
363,7,21,37,3.5
364,7,22,44,43.75
365,7,23,45,13.87
366,7,24,44,12.22
367,7,25,36,8.17
368,7,26,10,3.88
369,7,27,17,10.54
370,7,28,37,0.27
371,7,29,24,12.06
372,7,30,25,3.22
373,7,31,32,14.34
374,7,32,28,13.69
375,7,33,32,14.43
376,7,34,10,5.22
377,7,35,5,1.42
378,7,36,40,21.65
379,7,37,36,23.58
380,7,38,16,3.19
381,7,39,22,17.25
382,7,40,20,18.42
383,7,41,50,12.35
384,7,42,50,26.29
385,7,43,46,23.93
386,7,44,29,0.51
387,7,45,20,14.48
388,7,46,8,2.69
389,7,47,35,26.46
390,7,48,29,24.02
391,7,49,40,35.51
392,7,50,14,7.78
393,8,1,40,37.13
394,8,2,27,19.59
395,8,3,34,1.33
396,8,4,14,5.01
397,8,5,25,13.6
398,8,6,25,8.17
399,8,7,7,3.67
400,8,9,32,1.25
401,8,10,26,3.09
402,8,11,20,13.93
403,8,12,21,10.43
404,8,13,12,1.29
405,8,14,14,5.53
406,8,15,22,2.02
407,8,16,35,29.16
408,8,17,22,12.69
409,8,18,47,42.72
410,8,19,8,0.94
411,8,20,33,9.85
412,8,21,34,2.08
413,8,22,43,25.36
414,8,23,47,17.43
415,8,24,48,42.37
416,8,25,42,33.4
417,8,26,14,3.39
418,8,27,11,6.38
419,8,28,35,15.02
420,8,29,19,18.38
421,8,30,22,10.27
422,8,31,39,15.07
423,8,32,34,24.46
424,8,33,33,6.79
425,8,34,7,0.82
426,8,35,5,3.1
427,8,36,35,23.39
428,8,37,30,5.64
429,8,38,22,5.46
430,8,39,29,26.95
431,8,40,25,15.11
432,8,41,51,8.9
433,8,42,51,38.07
434,8,43,47,10.63
435,8,44,34,27.26
436,8,45,16,4.06
437,8,46,5,1.92
438,8,47,30,25.85
439,8,48,25,16.93
440,8,49,44,36.88
441,8,50,16,6.01
442,9,1,37,8.22
443,9,2,34,32.03
444,9,3,15,12.23
445,9,4,31,21.21
446,9,5,49,18.04
447,9,6,26,0.97
448,9,7,26,23.73
449,9,8,32,10.17
450,9,10,16,5.77
451,9,11,30,7.67
452,9,12,12,4.14
453,9,13,43,18.01
454,9,14,36,34.14
455,9,15,50,17.53
456,9,16,24,6.79
457,9,17,17,7.89
458,9,18,17,7.4
459,9,19,38,24.73
460,9,20,60,26.66
461,9,21,49,48.05
462,9,22,46,36.04
463,9,23,34,7.88
464,9,24,25,8.51
465,9,25,10,8.95
466,9,26,20,8.12
467,9,27,38,22.61
468,9,28,44,3.08
469,9,29,42,41.68
470,9,30,37,5.04
471,9,31,18,17.63
472,9,32,7,5.85
473,9,33,30,18.56
474,9,34,31,24.22
475,9,35,30,20.18
476,9,36,56,4.94
477,9,37,56,49.14
478,9,38,22,6.88
479,9,39,4,3.15
480,9,40,10,6.24
481,9,41,44,1.23
482,9,42,46,25.4
483,9,43,41,16.05
484,9,44,12,7.38
485,9,45,38,24.2
486,9,46,30,8.84
487,9,47,50,45.93
488,9,48,44,8.98
489,9,49,25,3.4
490,9,50,24,10.19
491,10,1,48,40.71
492,10,2,40,23.21
493,10,3,28,19.47
494,10,4,31,17.04
495,10,5,48,41.97
496,10,6,33,21.78
497,10,7,19,12.61
498,10,8,26,18.65
499,10,9,16,8.36
500,10,11,15,10.7
501,10,12,16,0.35
502,10,13,38,36.87
503,10,14,24,18.92
504,10,15,47,40.65
505,10,16,36,7.93
506,10,17,23,9.88
507,10,18,33,18.64
508,10,19,28,22.39
509,10,20,58,32.06
510,10,21,53,24.0
511,10,22,55,0.9
512,10,23,48,11.62
513,10,24,40,27.16
514,10,25,23,3.25
515,10,26,20,5.36
516,10,27,35,9.88
517,10,28,50,32.75
518,10,29,42,5.52
519,10,30,40,24.53
520,10,31,13,0.25
521,10,32,22,8.91
522,10,33,40,7.61
523,10,34,28,0.36
524,10,35,22,2.02
525,10,36,58,54.55
526,10,37,55,24.53
527,10,38,7,3.43
528,10,39,12,10.24
529,10,40,19,18.63
530,10,41,56,6.82
531,10,42,58,34.2
532,10,43,53,39.01
533,10,44,26,1.82
534,10,45,37,26.64
535,10,46,26,20.25
536,10,47,52,47.9
537,10,48,46,28.7
538,10,49,40,28.4
539,10,50,26,25.29
540,11,1,54,50.35
541,11,2,43,5.99
542,11,3,39,4.44
543,11,4,32,10.93
544,11,5,45,16.32
545,11,6,38,11.94
546,11,7,16,13.42
547,11,8,20,4.44
548,11,9,30,22.98
549,11,10,15,1.82
550,11,12,24,18.11
551,11,13,31,6.91
552,11,14,11,9.95
553,11,15,42,8.43
554,11,16,45,11.47
555,11,17,30,0.38
556,11,18,47,43.61
557,11,19,18,8.37
558,11,20,52,9.73
559,11,21,53,14.19
560,11,22,60,28.42
561,11,23,57,42.01
562,11,24,53,10.27
563,11,25,38,6.36
564,11,26,24,9.22
565,11,27,31,7.9
566,11,28,53,14.51
567,11,29,39,11.55
568,11,30,41,7.98
569,11,31,26,22.91
570,11,32,35,10.27
571,11,33,46,6.37
572,11,34,25,11.52
573,11,35,15,14.65
574,11,36,55,43.62
575,11,37,50,21.86
576,11,38,8,5.98
577,11,39,25,15.79
578,11,40,29,11.31
579,11,41,64,37.05
580,11,42,65,9.41
581,11,43,60,34.25
582,11,44,38,35.05
583,11,45,35,31.46
584,11,46,23,13.11
585,11,47,50,33.1
586,11,48,45,37.66
587,11,49,51,50.77
588,11,50,29,0.74
589,12,1,32,31.41
590,12,2,25,22.93
591,12,3,15,12.03
592,12,4,19,3.88
593,12,5,37,1.31
594,12,6,17,15.97
595,12,7,15,12.99
596,12,8,21,15.13
597,12,9,12,8.73
598,12,10,16,7.03
599,12,11,24,1.48
600,12,13,31,10.46
601,12,14,28,0.84
602,12,15,38,5.49
603,12,16,21,16.96
604,12,17,7,1.07
605,12,18,26,19.18
606,12,19,27,22.24
607,12,20,48,30.23
608,12,21,39,31.68
609,12,22,39,27.65
610,12,23,33,26.74
611,12,24,29,16.41
612,12,25,22,8.97
613,12,26,8,2.37
614,12,27,26,0.71
615,12,28,35,23.05
616,12,29,30,25.04
617,12,30,26,24.02
618,12,31,25,4.49
619,12,32,13,5.42
620,12,33,24,18.1
621,12,34,19,14.13
622,12,35,20,6.65
623,12,36,45,35.95
624,12,37,44,34.94
625,12,38,19,18.04
626,12,39,10,0.67
627,12,40,5,3.35
628,12,41,41,13.43
629,12,42,42,22.74
630,12,43,37,28.35
631,12,44,14,1.12
632,12,45,26,10.5
633,12,46,18,16.62
634,12,47,39,9.04
635,12,48,33,19.46
636,12,49,26,25.69
637,12,50,12,8.67
638,13,1,42,27.76
639,13,2,28,17.25
640,13,3,42,4.18
641,13,4,17,7.15
642,13,5,17,5.74
643,13,6,29,4.37
644,13,7,19,14.19
645,13,8,12,3.32
646,13,9,43,27.9
647,13,10,38,11.0
648,13,11,31,2.78
649,13,12,31,11.92
650,13,14,22,21.6
651,13,15,11,10.29
652,13,16,41,2.55
653,13,17,30,11.17
654,13,18,57,10.69
655,13,19,13,2.12
656,13,20,21,1.35
657,13,21,28,0.82
658,13,22,42,5.35
659,13,23,51,17.06
660,13,24,56,50.0
661,13,25,54,50.57
662,13,26,24,16.39
663,13,27,7,1.3
664,13,28,33,13.8
665,13,29,13,2.53
666,13,30,21,11.26
667,13,31,51,3.43
668,13,32,44,43.8
669,13,33,36,7.1
670,13,34,13,1.93
671,13,35,17,4.49
672,13,36,26,7.47
673,13,37,20,3.75
674,13,38,34,26.31
675,13,39,41,18.95
676,13,40,35,1.59
677,13,41,53,7.45
678,13,42,51,40.69
679,13,43,49,24.89
680,13,44,43,23.18
681,13,45,13,7.6
682,13,46,13,2.23
683,13,47,23,7.5
684,13,48,20,7.35
685,13,49,50,33.49
686,13,50,23,17.0
687,14,1,53,16.36
688,14,2,40,12.69
689,14,3,43,33.65
690,14,4,28,18.24
691,14,5,38,36.44
692,14,6,37,9.63
693,14,7,14,7.77
694,14,8,14,6.6
695,14,9,36,18.99
696,14,10,24,12.16
697,14,11,11,1.05
698,14,12,28,8.16
699,14,13,22,9.87
700,14,15,33,15.22
701,14,16,46,27.11
702,14,17,32,1.32
703,14,18,53,9.86
