link_id,from_node,to_node,distance
0,0,1,14
1,0,2,21
2,0,3,33
3,0,4,17
4,0,5,14
5,0,6,11
6,0,7,26
7,0,8,22
8,0,9,23
9,0,10,28
10,0,11,12
11,0,12,8
12,0,13,29
13,0,14,18
14,0,15,25
15,0,16,22
16,0,17,17
17,0,18,15
18,0,19,32
19,0,20,32
20,0,21,32
21,0,22,21
22,0,23,22
23,0,24,25
24,0,25,23
25,0,26,28
26,0,27,8
27,0,28,30
28,0,29,29
29,0,30,31
30,0,31,30
31,0,32,10
32,0,33,34
33,0,34,32
34,0,35,39
35,0,36,44
36,0,37,18
37,0,38,16
38,0,39,38
39,0,40,0
40,1,2,12
41,1,3,19
42,1,4,31
43,1,5,22
44,1,6,17
45,1,7,23
46,1,8,12
47,1,9,24
48,1,10,34
49,1,11,12
50,1,12,21
51,1,13,42
52,1,14,27
53,1,15,36
54,1,16,19
55,1,17,31
56,1,18,28
57,1,19,46
58,1,20,21
59,1,21,27
60,1,22,7
61,1,23,22
62,1,24,29
63,1,25,33
64,1,26,19
65,1,27,8
66,1,28,16
67,1,29,21
68,1,30,33
69,1,31,17
70,1,32,6
71,1,33,43
72,1,34,31
73,1,35,27
74,1,36,31
75,1,37,30
76,1,38,19
77,1,39,43
78,1,40,14
79,2,1,12
80,2,3,15
81,2,4,37
82,2,5,21
83,2,6,28
84,2,7,35
85,2,8,22
86,2,9,16
87,2,10,28
88,2,11,11
89,2,12,25
90,2,13,50
91,2,14,38
92,2,15,35
93,2,16,9
94,2,17,34
95,2,18,36
96,2,19,51
97,2,20,12
98,2,21,15
99,2,22,11
100,2,23,34
101,2,24,41
102,2,25,43
103,2,26,29
104,2,27,19
105,2,28,19
106,2,29,9
107,2,30,24
108,2,31,23
109,2,32,11
110,2,33,39
111,2,34,20
112,2,35,19
113,2,36,24
114,2,37,32
115,2,38,15
116,2,39,35
117,2,40,21
118,3,1,19
119,3,2,15
120,3,4,50
121,3,5,36
122,3,6,35
123,3,7,35
124,3,8,21
125,3,9,31
126,3,10,43
127,3,11,25
128,3,12,38
129,3,13,61
130,3,14,46
131,3,15,51
132,3,16,23
133,3,17,48
134,3,18,47
135,3,19,64
136,3,20,8
137,3,21,24
138,3,22,12
139,3,23,37
140,3,24,46
141,3,25,52
142,3,26,25
143,3,27,27
144,3,28,9
145,3,29,17
146,3,30,37
147,3,31,16
148,3,32,23
149,3,33,54
150,3,34,32
151,3,35,10
152,3,36,12
153,3,37,47
154,3,38,30
155,3,39,49
156,3,40,33
157,4,1,31
158,4,2,37
159,4,3,50
160,4,5,20
161,4,6,21
162,4,7,37
163,4,8,38
164,4,9,33
165,4,10,31
166,4,11,27
167,4,12,13
168,4,13,15
169,4,14,18
170,4,15,19
171,4,16,35
172,4,17,8
173,4,18,8
174,4,19,15
175,4,20,49
176,4,21,45
177,4,22,38
178,4,23,31
179,4,24,29
180,4,25,18
181,4,26,43
182,4,27,24
183,4,28,47
184,4,29,44
185,4,30,38
186,4,31,46
187,4,32,27
188,4,33,31
189,4,34,42
190,4,35,56
191,4,36,61
192,4,37,13
193,4,38,27
194,4,39,41
195,4,40,17
196,5,1,22
197,5,2,21
198,5,3,36
199,5,4,20
200,5,6,25
201,5,7,40
202,5,8,33
203,5,9,12
204,5,10,14
205,5,11,11
206,5,12,9
207,5,13,35
208,5,14,30
209,5,15,15
210,5,16,16
211,5,17,15
212,5,18,23
213,5,19,32
214,5,20,33
215,5,21,25
216,5,22,27
217,5,23,36
218,5,24,39
219,5,25,34
220,5,26,40
221,5,27,21
222,5,28,37
223,5,29,25
224,5,30,18
225,5,31,39
226,5,32,16
227,5,33,21
228,5,34,21
229,5,35,40
230,5,36,45
231,5,37,11
232,5,38,7
233,5,39,24
234,5,40,14
235,6,1,17
236,6,2,28
237,6,3,35
238,6,4,21
239,6,5,25
240,6,7,16
241,6,8,18
242,6,9,34
243,6,10,40
244,6,11,22
245,6,12,18
246,6,13,27
247,6,14,10
248,6,15,34
249,6,16,32
250,6,17,25
251,6,18,15
252,6,19,35
253,6,20,38
254,6,21,41
255,6,22,23
256,6,23,11
257,6,24,14
258,6,25,17
259,6,26,22
260,6,27,9
261,6,28,30
262,6,29,37
263,6,30,42
264,6,31,27
265,6,32,17
