link_id,from_node,to_node,mean,variance
0,0,1,25,5.86
1,0,2,15,11.67
2,0,3,20,6.52
3,0,4,7,1.82
4,0,5,25,19.11
5,0,6,9,2.79
6,0,7,14,1.22
7,0,8,16,10.88
8,0,9,24,7.58
9,0,10,26,23.94
10,0,11,29,17.62
11,0,12,12,10.33
12,0,13,23,12.44
13,0,14,28,25.23
14,0,15,27,14.91
15,0,16,19,17.03
16,0,17,8,2.52
17,0,18,35,31.54
18,0,19,23,17.73
19,0,20,37,36.75
20,0,21,27,5.33
21,0,22,30,9.09
22,0,23,31,29.79
23,0,24,33,7.55
24,0,25,33,24.8
25,0,26,6,4.96
26,0,27,16,8.33
27,0,28,25,15.59
28,0,29,18,10.83
29,0,30,14,1.39
30,0,31,37,14.64
31,0,32,22,7.76
32,0,33,18,5.11
33,0,34,10,5.3
34,0,35,18,4.11
35,0,36,33,5.71
36,0,37,32,2.25
37,0,38,27,14.93
38,0,39,22,8.42
39,0,40,14,3.2
40,0,41,36,7.99
41,0,42,36,10.52
42,0,43,32,21.86
43,0,44,21,5.28
44,0,45,14,8.01
45,0,46,11,8.9
46,0,47,27,20.06
47,0,48,21,20.63
48,0,49,28,7.95
49,0,50,30,6.77
50,0,51,11,2.08
51,0,52,14,6.15
52,0,53,23,13.74
53,0,54,27,26.21
54,0,55,0,0.0
55,1,2,15,1.27
56,1,3,23,16.63
57,1,4,26,14.3
58,1,5,33,19.96
59,1,6,16,5.76
60,1,7,40,27.01
61,1,8,40,5.85
62,1,9,37,35.57
63,1,10,48,38.61
64,1,11,54,25.97
65,1,12,32,10.18
66,1,13,42,22.49
67,1,14,53,17.5
68,1,15,40,26.58
69,1,16,14,11.84
70,1,17,25,17.21
71,1,18,36,21.84
72,1,19,48,33.69
73,1,20,45,37.64
74,1,21,24,10.66
75,1,22,10,3.57
76,1,23,13,7.21
77,1,24,26,2.47
78,1,25,42,34.19
79,1,26,31,6.39
80,1,27,35,5.73
81,1,28,14,4.71
82,1,29,30,22.17
83,1,30,21,7.1
84,1,31,55,20.99
85,1,32,31,26.95
86,1,33,8,0.19
87,1,34,33,26.93
88,1,35,43,28.91
89,1,36,34,4.28
90,1,37,39,2.48
91,1,38,51,20.16
92,1,39,39,20.81
93,1,40,29,20.47
94,1,41,11,8.96
95,1,42,11,0.22
96,1,43,7,1.33
97,1,44,26,15.32
98,1,45,29,8.95
99,1,46,35,22.93
100,1,47,29,16.22
101,1,48,26,13.87
102,1,49,19,17.83
103,1,50,35,13.03
104,1,51,18,4.72
105,1,52,36,3.39
106,1,53,48,21.17
107,1,54,49,36.13
108,1,55,25,2.56
109,2,1,15,8.3
110,2,3,24,11.73
111,2,4,13,0.1
112,2,5,20,15.18
113,2,6,9,1.94
114,2,7,28,6.73
115,2,8,27,23.78
116,2,9,34,26.23
117,2,10,40,39.87
118,2,11,43,31.92
119,2,12,25,7.89
120,2,13,28,15.18
121,2,14,40,38.84
122,2,15,26,12.3
123,2,16,18,5.48
124,2,17,18,8.99
125,2,18,40,34.38
126,2,19,34,6.36
127,2,20,32,10.81
128,2,21,15,14.04
129,2,22,16,2.89
130,2,23,25,21.21
131,2,24,34,19.76
132,2,25,42,23.64
133,2,26,21,2.49
134,2,27,21,8.93
135,2,28,10,7.37
136,2,29,16,10.86
137,2,30,7,4.71
138,2,31,50,39.68
139,2,32,30,15.92
140,2,33,10,6.49
141,2,34,20,15.24
142,2,35,31,3.24
143,2,36,24,16.82
144,2,37,26,23.98
145,2,38,41,13.46
146,2,39,35,28.52
147,2,40,25,15.29
148,2,41,26,20.83
149,2,42,24,21.16
150,2,43,21,6.39
151,2,44,27,9.27
152,2,45,15,11.19
153,2,46,22,20.03
154,2,47,18,7.83
155,2,48,13,1.58
156,2,49,27,6.6
157,2,50,37,31.76
158,2,51,15,10.56
159,2,52,22,6.26
160,2,53,36,9.55
161,2,54,34,21.73
162,2,55,15,11.3
163,3,1,23,1.06
164,3,2,24,16.61
165,3,4,26,23.57
166,3,5,42,25.5
167,3,6,16,2.17
168,3,7,29,18.14
169,3,8,34,21.88
170,3,9,15,0.94
171,3,10,28,11.48
172,3,11,39,38.77
173,3,12,15,10.2
174,3,13,42,16.35
175,3,14,43,4.38
176,3,15,46,18.64
177,3,16,9,1.68
178,3,17,12,7.86
179,3,18,16,13.13
180,3,19,41,9.56
181,3,20,55,37.13
182,3,21,39,1.12
183,3,22,32,22.39
184,3,23,20,4.51
185,3,24,14,6.94
186,3,25,19,1.62
187,3,26,20,17.21
188,3,27,36,33.58
189,3,28,32,31.77
190,3,29,36,4.41
191,3,30,29,19.32
192,3,31,33,30.48
193,3,32,8,5.86
194,3,33,17,8.15
195,3,34,29,6.23
196,3,35,34,23.03
197,3,36,48,6.53
198,3,37,49,0.75
