link_id,from_node,to_node,mean,variance
0,0,1,57,8.17
1,0,2,87,60.29
2,0,3,62,5.71
3,0,4,24,19.91
4,0,5,75,16.34
5,0,6,25,23.17
6,0,7,16,7.03
7,0,8,55,52.45
8,0,9,71,53.14
9,0,10,70,0.49
10,0,11,79,74.71
11,0,12,94,64.11
12,0,13,42,16.34
13,0,14,11,10.33
14,0,15,68,6.54
15,0,16,16,2.73
16,0,17,36,7.5
17,0,18,23,18.56
18,0,19,43,2.82
19,0,20,39,8.98
20,0,21,72,31.92
21,0,22,91,33.22
22,0,23,104,72.05
23,0,24,10,2.34
24,0,25,50,1.59
25,0,26,58,36.08
26,0,27,57,34.42
27,0,28,92,59.12
28,0,29,18,17.59
29,0,30,67,64.79
30,0,31,42,3.2
31,0,32,69,67.52
32,0,33,71,29.94
33,0,34,38,7.4
34,0,35,52,27.9
35,0,36,20,13.63
36,0,37,0,0.0
37,1,2,41,31.8
38,1,3,6,5.97
39,1,4,43,19.63
40,1,5,19,1.41
41,1,6,33,16.79
42,1,7,59,53.14
43,1,8,15,8.74
44,1,9,30,14.81
45,1,10,60,32.06
46,1,11,70,44.75
47,1,12,77,57.87
48,1,13,52,23.3
49,1,14,47,20.45
50,1,15,75,12.82
51,1,16,62,28.04
52,1,17,33,13.65
53,1,18,41,39.45
54,1,19,28,21.95
55,1,20,18,15.9
56,1,21,38,1.41
57,1,22,67,55.71
58,1,23,71,17.86
59,1,24,66,24.7
60,1,25,76,16.62
61,1,26,44,12.22
62,1,27,93,52.45
63,1,28,49,18.24
64,1,29,68,3.14
65,1,30,71,56.59
66,1,31,28,20.41
67,1,32,82,52.67
68,1,33,23,22.46
69,1,34,30,5.42
70,1,35,79,51.87
71,1,36,57,32.23
72,1,37,57,20.88
73,2,1,41,5.72
74,2,3,43,6.66
75,2,4,64,10.49
76,2,5,44,14.1
77,2,6,68,13.94
78,2,7,81,56.89
79,2,8,56,49.7
80,2,9,16,3.5
81,2,10,46,3.39
82,2,11,51,42.22
83,2,12,49,18.06
84,2,13,59,45.89
85,2,14,76,10.58
86,2,15,67,22.01
87,2,16,84,36.12
88,2,17,51,27.41
89,2,18,64,12.41
90,2,19,43,7.39
91,2,20,54,53.4
92,2,21,17,8.7
93,2,22,36,5.79
94,2,23,32,28.95
95,2,24,93,8.92
96,2,25,81,5.49
97,2,26,38,2.38
98,2,27,100,74.99
99,2,28,8,1.51
100,2,29,102,75.94
101,2,30,62,22.57
102,2,31,45,7.12
103,2,32,75,10.9
104,2,33,18,13.19
105,2,34,49,25.02
106,2,35,83,27.83
107,2,36,93,82.39
108,2,37,87,55.04
109,3,1,6,4.54
110,3,2,43,35.95
111,3,4,48,34.36
112,3,5,13,7.24
113,3,6,37,18.17
114,3,7,64,47.38
115,3,8,13,7.51
116,3,9,33,23.81
117,3,10,65,56.54
118,3,11,75,10.75
119,3,12,81,46.96
120,3,13,58,48.94
121,3,14,51,37.62
122,3,15,80,48.62
123,3,16,67,42.97
124,3,17,39,36.01
125,3,18,46,3.08
126,3,19,33,21.77
127,3,20,22,6.69
128,3,21,41,21.84
129,3,22,70,39.15
130,3,23,73,61.46
131,3,24,71,18.81
132,3,25,82,8.28
133,3,26,49,28.13
134,3,27,99,17.72
135,3,28,50,40.46
136,3,29,71,9.12
137,3,30,76,24.03
138,3,31,33,25.61
139,3,32,87,48.1
140,3,33,25,20.7
141,3,34,36,4.55
142,3,35,84,82.32
143,3,36,60,53.4
144,3,37,62,45.2
145,4,1,43,21.33
146,4,2,64,43.59
147,4,3,48,0.01
148,4,5,62,45.88
149,4,6,23,10.41
150,4,7,17,12.49
151,4,8,47,46.61
152,4,9,49,8.65
153,4,10,46,25.39
154,4,11,56,16.54
155,4,12,71,62.28
156,4,13,20,13.96
157,4,14,15,11.38
158,4,15,48,2.96
159,4,16,20,5.81
160,4,17,13,8.17
161,4,18,3,2.77
162,4,19,21,18.79
163,4,20,28,12.71
164,4,21,49,42.79
165,4,22,66,58.54
166,4,23,80,52.57
167,4,24,28,16.24
168,4,25,38,23.54
169,4,26,34,22.66
170,4,27,52,46.51
171,4,28,69,3.31
172,4,29,42,23.17
173,4,30,46,2.45
174,4,31,20,7.91
175,4,32,52,33.1
176,4,33,51,21.27
177,4,34,16,15.12
178,4,35,40,25.22
179,4,36,39,10.36
180,4,37,24,12.2
181,5,1,19,18.42
182,5,2,44,10.31
183,5,3,13,12.74
184,5,4,62,0.5
185,5,6,50,49.6
186,5,7,77,38.3
187,5,8,21,8.16
188,5,9,38,26.15
189,5,10,75,29.61
190,5,11,83,34.22
191,5,12,88,71.67
192,5,13,71,43.96
193,5,14,64,9.4
194,5,15,92,83.66
195,5,16,80,56.71
196,5,17,52,43.64
197,5,18,59,6.19
198,5,19,46,35.89
199,5,20,35,34.67
200,5,21,48,14.3
201,5,22,76,42.72
202,5,23,76,73.23
203,5,24,84,77.72
204,5,25,95,42.57
205,5,26,59,23.61
206,5,27,112,33.46
207,5,28,51,49.89
208,5,29,83,26.83
209,5,30,87,66.21
210,5,31,46,6.18
211,5,32,99,56.56
212,5,33,29,8.39
213,5,34,49,31.02
214,5,35,97,36.6
215,5,36,71,70.36
216,5,37,75,18.16
217,6,1,33,1.51
218,6,2,68,47.74
219,6,3,37,20.41
220,6,4,23,4.94
221,6,5,50,34.0
222,6,7,32,8.81
223,6,8,30,19.11
224,6,9,52,1.9
225,6,10,64,46.18
226,6,11,74,43.37
227,6,12,87,23.28
228,6,13,42,37.63
229,6,14,16,13.74
230,6,15,70,23.54
231,6,16,34,6.96
232,6,17,25,1.26
233,6,18,19,0.41
234,6,19,29,21.32
235,6,20,15,0.78
236,6,21,57,35.44
237,6,22,80,11.73
238,6,23,91,48.34
239,6,24,35,34.25
240,6,25,60,23.43
241,6,26,49,0.7
242,6,27,73,47.91
243,6,28,74,46.66
244,6,29,35,7.13
245,6,30,67,4.98
246,6,31,27,13.48
247,6,32,74,34.93
248,6,33,51,7.87
249,6,34,25,12.18
250,6,35,63,36.03
251,6,36,26,12.11
252,6,37,25,6.86
253,7,1,59,43.88
254,7,2,81,30.94
255,7,3,64,28.1
256,7,4,17,12.45
257,7,5,77,41.86
258,7,6,32,11.51
259,7,8,61,22.75
260,7,9,65,27.72
261,7,10,57,45.29
262,7,11,65,34.96
263,7,12,81,59.79
264,7,13,28,19.37
265,7,14,17,6.27
266,7,15,52,29.69
267,7,16,3,0.66
268,7,17,30,20.85
269,7,18,18,12.0
270,7,19,38,20.65
271,7,20,43,19.45
272,7,21,65,56.29
273,7,22,79,9.2
274,7,23,94,87.86
275,7,24,14,1.07
276,7,25,34,30.17
277,7,26,48,17.44
278,7,27,42,40.23
279,7,28,85,17.06
280,7,29,33,9.12
