link_id,from_node,to_node,mean,variance
0,0,1,54,15.13
1,0,2,68,3.41
2,0,3,89,65.74
3,0,4,10,3.22
4,0,5,28,7.46
5,0,6,36,20.14
6,0,7,32,17.46
7,0,8,89,39.13
8,0,9,82,66.63
9,0,10,39,0.49
10,0,11,63,47.14
11,0,12,71,13.77
12,0,13,58,19.86
13,0,14,62,14.81
14,0,15,34,3.16
15,0,16,20,13.51
16,0,17,60,28.98
17,0,18,28,8.11
18,0,19,88,12.83
19,0,20,26,0.27
20,0,21,93,23.79
21,0,22,90,26.5
22,0,23,24,0.02
23,0,24,71,47.28
24,0,25,54,43.7
25,0,26,67,58.29
26,0,27,64,7.92
27,0,28,22,14.52
28,0,29,34,33.14
29,0,30,12,1.83
30,0,31,97,32.64
31,0,32,38,16.09
32,0,33,87,72.24
33,0,34,31,14.54
34,0,35,29,13.84
35,0,36,52,9.91
36,0,37,80,6.58
37,0,38,70,40.84
38,0,39,37,10.11
39,0,40,95,47.75
40,0,41,48,24.54
41,0,42,63,40.57
42,0,43,6,1.22
43,0,44,78,26.75
44,0,45,68,22.96
45,0,46,52,33.24
46,0,47,61,24.3
47,0,48,98,27.77
48,0,49,35,0.41
49,0,50,39,21.59
50,0,51,63,29.96
51,0,52,12,11.19
52,0,53,81,39.17
53,0,54,0,0.0
54,1,2,68,28.13
55,1,3,54,2.06
56,1,4,45,4.03
57,1,5,38,31.41
58,1,6,39,34.42
59,1,7,30,1.78
60,1,8,72,35.15
61,1,9,38,12.62
62,1,10,19,17.7
63,1,11,39,25.97
64,1,12,68,52.34
65,1,13,41,11.62
66,1,14,64,46.4
67,1,15,21,7.44
68,1,16,44,33.99
69,1,17,13,6.87
70,1,18,46,45.37
71,1,19,71,34.35
72,1,20,29,8.19
73,1,21,42,30.96
74,1,22,58,56.4
75,1,23,30,7.23
76,1,24,85,57.57
77,1,25,91,50.34
78,1,26,16,10.91
79,1,27,62,17.37
80,1,28,38,30.17
81,1,29,20,9.76
82,1,30,62,24.8
83,1,31,75,62.73
84,1,32,47,18.01
85,1,33,40,33.0
86,1,34,67,48.61
87,1,35,26,5.19
88,1,36,8,3.57
89,1,37,74,6.5
90,1,38,30,21.96
91,1,39,27,14.1
92,1,40,82,35.62
93,1,41,78,45.07
94,1,42,80,77.49
95,1,43,48,4.01
96,1,44,40,34.61
97,1,45,16,9.83
98,1,46,74,30.48
99,1,47,93,9.2
100,1,48,89,86.39
101,1,49,22,13.31
102,1,50,30,28.07
103,1,51,82,69.57
104,1,52,54,37.71
105,1,53,47,43.84
106,1,54,54,18.17
107,2,1,68,64.21
108,2,3,48,43.41
109,2,4,69,52.33
110,2,5,82,25.69
111,2,6,37,15.16
112,2,7,78,66.21
113,2,8,26,3.38
114,2,9,60,15.54
115,2,10,54,22.14
116,2,11,34,1.01
117,2,12,4,2.42
