link_id,from_node,to_node,distance
0,0,1,25
1,0,2,15
2,0,3,20
3,0,4,7
4,0,5,25
5,0,6,9
6,0,7,14
7,0,8,16
8,0,9,24
9,0,10,26
10,0,11,29
11,0,12,12
12,0,13,23
13,0,14,28
14,0,15,27
15,0,16,19
16,0,17,8
17,0,18,35
18,0,19,23
19,0,20,37
20,0,21,27
21,0,22,30
22,0,23,31
23,0,24,33
24,0,25,33
25,0,26,6
26,0,27,16
27,0,28,25
28,0,29,18
29,0,30,14
30,0,31,37
31,0,32,22
32,0,33,18
33,0,34,10
34,0,35,18
35,0,36,33
36,0,37,32
37,0,38,27
38,0,39,22
39,0,40,14
40,0,41,36
41,0,42,36
42,0,43,32
43,0,44,21
44,0,45,14
45,0,46,11
46,0,47,27
47,0,48,21
48,0,49,28
49,0,50,30
50,0,51,11
51,0,52,14
52,0,53,23
53,0,54,27
54,0,55,0
55,1,2,15
56,1,3,23
57,1,4,26
58,1,5,33
59,1,6,16
60,1,7,40
61,1,8,40
62,1,9,37
63,1,10,48
64,1,11,54
65,1,12,32
66,1,13,42
67,1,14,53
68,1,15,40
69,1,16,14
70,1,17,25
71,1,18,36
72,1,19,48
73,1,20,45
74,1,21,24
75,1,22,10
76,1,23,13
77,1,24,26
78,1,25,42
79,1,26,31
80,1,27,35
81,1,28,14
82,1,29,30
83,1,30,21
84,1,31,55
85,1,32,31
86,1,33,8
87,1,34,33
88,1,35,43
89,1,36,34
90,1,37,39
91,1,38,51
92,1,39,39
93,1,40,29
94,1,41,11
95,1,42,11
96,1,43,7
97,1,44,26
98,1,45,29
99,1,46,35
100,1,47,29
101,1,48,26
102,1,49,19
103,1,50,35
104,1,51,18
105,1,52,36
106,1,53,48
107,1,54,49
108,1,55,25
109,2,1,15
110,2,3,24
111,2,4,13
112,2,5,20
113,2,6,9
114,2,7,28
115,2,8,27
116,2,9,34
117,2,10,40
118,2,11,43
119,2,12,25
120,2,13,28
121,2,14,40
122,2,15,26
123,2,16,18
124,2,17,18
125,2,18,40
126,2,19,34
127,2,20,32
128,2,21,15
129,2,22,16
130,2,23,25
131,2,24,34
132,2,25,42
133,2,26,21
134,2,27,21
135,2,28,10
136,2,29,16
137,2,30,7
138,2,31,50
139,2,32,30
140,2,33,10
141,2,34,20
142,2,35,31
143,2,36,24
144,2,37,26
145,2,38,41
146,2,39,35
147,2,40,25
148,2,41,26
149,2,42,24
150,2,43,21
151,2,44,27
152,2,45,15
153,2,46,22
154,2,47,18
155,2,48,13
156,2,49,27
157,2,50,37
158,2,51,15
159,2,52,22
160,2,53,36
161,2,54,34
162,2,55,15
163,3,1,23
164,3,2,24
165,3,4,26
166,3,5,42
167,3,6,16
168,3,7,29
169,3,8,34
170,3,9,15
171,3,10,28
172,3,11,39
173,3,12,15
174,3,13,42
175,3,14,43
176,3,15,46
177,3,16,9
178,3,17,12
179,3,18,16
180,3,19,41
181,3,20,55
182,3,21,39
183,3,22,32
184,3,23,20
185,3,24,14
186,3,25,19
187,3,26,20
188,3,27,36
189,3,28,32
190,3,29,36
191,3,30,29
192,3,31,33
193,3,32,8
194,3,33,17
195,3,34,29
196,3,35,34
197,3,36,48
198,3,37,49
199,3,38,33
200,3,39,17
201,3,40,10
202,3,41,29
203,3,42,32
204,3,43,26
205,3,44,3
206,3,45,33
207,3,46,30
208,3,47,42
209,3,48,36
210,3,49,11
211,3,50,13
212,3,51,10
213,3,52,34
214,3,53,36
215,3,54,46
216,3,55,20
217,4,1,26
218,4,2,13
219,4,3,26
220,4,5,18
221,4,6,12
222,4,7,16
223,4,8,14
224,4,9,31
225,4,10,31
226,4,11,32
227,4,12,19
228,4,13,17
229,4,14,28
230,4,15,20
231,4,16,24
232,4,17,15
233,4,18,42
234,4,19,21
235,4,20,30
236,4,21,22
237,4,22,29
238,4,23,35
239,4,24,39
240,4,25,40
241,4,26,12
242,4,27,10
243,4,28,21
244,4,29,11
245,4,30,9
246,4,31,43
247,4,32,29
248,4,33,20
249,4,34,7
250,4,35,18
251,4,36,27
252,4,37,25
253,4,38,31
254,4,39,29
255,4,40,21
256,4,41,38
257,4,42,37
258,4,43,33
259,4,44,27
260,4,45,7
261,4,46,9
262,4,47,21
263,4,48,14
264,4,49,33
265,4,50,37
266,4,51,16
267,4,52,9
268,4,53,24
269,4,54,23
270,4,55,7
271,5,1,33
272,5,2,20
273,5,3,42
274,5,4,18
275,5,6,26
276,5,7,30
277,5,8,25
278,5,9,49
279,5,10,48
280,5,11,45
281,5,12,37
282,5,13,17
283,5,14,38
284,5,15,8
285,5,16,38
286,5,17,33
287,5,18,58
288,5,19,29
289,5,20,13
290,5,21,13
291,5,22,30
292,5,23,45
293,5,24,53
294,5,25,58
295,5,26,30
296,5,27,14
297,5,28,20
298,5,29,7
299,5,30,13
300,5,31,61
301,5,32,47
302,5,33,30
303,5,34,21
304,5,35,30
305,5,36,10
306,5,37,7
307,5,38,47
308,5,39,47
309,5,40,39
310,5,41,43
311,5,42,40
312,5,43,39
313,5,44,44
314,5,45,11
315,5,46,22
316,5,47,7
317,5,48,7
318,5,49,47
319,5,50,54
320,5,51,32
321,5,52,18
322,5,53,37
323,5,54,24
324,5,55,25
325,6,1,16
326,6,2,9
327,6,3,16
328,6,4,12
329,6,5,26
330,6,7,23
331,6,8,25
332,6,9,26
333,6,10,33
334,6,11,38
335,6,12,17
336,6,13,29
337,6,14,37
338,6,15,31
339,6,16,12
340,6,17,10
341,6,18,33
342,6,19,32
343,6,20,39
344,6,21,24
345,6,22,22
346,6,23,23
347,6,24,28
348,6,25,34
349,6,26,14
350,6,27,22
351,6,28,18
352,6,29,21
353,6,30,13
354,6,31,42
355,6,32,22
356,6,33,9
357,6,34,18
358,6,35,27
359,6,36,32
360,6,37,33
361,6,38,35
362,6,39,26
363,6,40,16
364,6,41,27
365,6,42,27
366,6,43,23
367,6,44,18
368,6,45,17
369,6,46,20
370,6,47,25
371,6,48,20
372,6,49,21
373,6,50,28
374,6,51,6
375,6,52,21
376,6,53,32
377,6,54,35
378,6,55,9
379,7,1,40
380,7,2,28
381,7,3,29
382,7,4,16
383,7,5,30
384,7,6,23
385,7,8,7
386,7,9,26
387,7,10,19
388,7,11,16
389,7,12,15
390,7,13,19
391,7,14,14
392,7,15,29
393,7,16,32
394,7,17,18
395,7,18,41
396,7,19,12
397,7,20,39
398,7,21,37
399,7,22,44
400,7,23,45
401,7,24,44
402,7,25,36
403,7,26,10
404,7,27,17
405,7,28,37
406,7,29,24
407,7,30,25
408,7,31,32
409,7,32,28
410,7,33,32
411,7,34,10
412,7,35,5
413,7,36,40
414,7,37,36
415,7,38,16
416,7,39,22
417,7,40,20
418,7,41,50
419,7,42,50
420,7,43,46
