link_id,from_node,to_node,mean,variance
0,0,1,60,39.14
1,0,2,49,34.99
2,0,3,27,10.25
3,0,4,19,12.86
4,0,5,34,20.09
5,0,6,49,14.2
6,0,7,27,4.63
7,0,8,10,5.31
8,0,9,72,67.44
9,0,10,25,5.14
10,0,11,52,21.94
11,0,12,19,1.47
12,0,13,43,38.92
13,0,14,27,16.1
14,0,15,52,45.78
15,0,16,65,19.92
16,0,17,31,29.41
17,0,18,30,4.44
18,0,19,39,37.2
19,0,20,34,16.75
20,0,21,15,4.13
21,0,22,38,7.35
22,0,23,52,41.56
23,0,24,66,29.64
24,0,25,16,14.09
25,0,26,27,4.0
26,0,27,41,2.28
27,0,28,35,32.0
28,0,29,22,21.86
29,0,30,30,4.52
30,0,31,27,11.34
31,0,32,23,10.11
32,0,33,29,6.34
33,0,34,32,3.13
34,0,35,67,38.89
35,0,36,7,0.39
36,0,37,20,12.88
37,0,38,61,25.99
38,0,39,73,56.62
39,0,40,59,46.32
40,0,41,21,19.33
41,0,42,27,19.94
42,0,43,56,5.98
43,0,44,60,54.35
44,0,45,57,29.01
45,0,46,30,9.51
46,0,47,58,48.06
47,0,48,39,18.95
48,0,49,81,18.5
49,0,50,38,8.16
50,0,51,61,54.54
51,0,52,66,30.93
52,0,53,43,4.22
53,0,54,47,38.79
54,0,55,0,0.0
55,1,2,87,72.85
56,1,3,78,4.47
57,1,4,76,27.4
58,1,5,56,36.93
59,1,6,13,6.19
60,1,7,86,6.83
61,1,8,53,34.47
62,1,9,30,4.29
63,1,10,54,1.47
64,1,11,80,1.77
65,1,12,53,43.87
66,1,13,57,4.67
67,1,14,81,68.98
68,1,15,80,62.94
69,1,16,58,11.86
70,1,17,80,37.3
71,1,18,32,8.04
72,1,19,61,3.09
73,1,20,89,84.51
74,1,21,53,48.93
75,1,22,68,14.82
76,1,23,39,16.81
77,1,24,43,1.18
78,1,25,55,51.35
79,1,26,83,48.83
80,1,27,60,13.97
81,1,28,54,52.41
82,1,29,42,39.09
83,1,30,79,26.11
84,1,31,86,4.37
85,1,32,47,31.97
86,1,33,75,41.62
87,1,34,79,21.67
88,1,35,27,6.69
89,1,36,62,57.48
90,1,37,73,45.4
91,1,38,54,44.74
92,1,39,43,35.48
93,1,40,61,16.15
94,1,41,53,33.06
95,1,42,86,12.2
96,1,43,15,4.5
97,1,44,29,11.32
98,1,45,6,0.51
99,1,46,84,45.88
100,1,47,40,0.92
101,1,48,27,21.03
102,1,49,36,15.26
103,1,50,30,27.73
104,1,51,99,46.44
105,1,52,44,40.47
106,1,53,54,29.04
107,1,54,49,33.14
108,1,55,60,15.44
109,2,1,87,1.26
110,2,3,24,4.55
111,2,4,58,37.07
112,2,5,32,3.0
113,2,6,74,34.31
114,2,7,56,18.16
115,2,8,46,31.8
116,2,9,80,17.86
117,2,10,35,3.22
118,2,11,14,11.51
119,2,12,39,29.09
120,2,13,91,76.52
121,2,14,26,8.79
122,2,15,14,5.73
123,2,16,51,28.4
124,2,17,19,8.37
125,2,18,68,5.58
126,2,19,87,79.32
127,2,20,28,27.55
128,2,21,41,34.08
129,2,22,86,31.61
