link_id,from_node,to_node,distance
0,0,1,35
1,0,2,78
2,0,3,76
3,0,4,98
4,0,5,55
5,0,6,52
6,0,7,37
7,0,8,86
8,0,9,88
9,0,10,79
10,0,11,101
11,0,12,29
12,0,13,51
13,0,14,27
14,0,15,82
15,0,16,26
16,0,17,75
17,0,18,77
18,0,19,74
19,0,20,36
20,0,21,64
21,0,22,84
22,0,23,78
23,0,24,25
24,0,25,76
25,0,26,21
26,0,27,26
27,0,28,85
28,0,29,62
29,0,30,16
30,0,31,73
31,0,32,0
32,1,2,60
33,1,3,59
34,1,4,91
35,1,5,81
36,1,6,40
37,1,7,13
38,1,8,84
39,1,9,94
40,1,10,100
41,1,11,97
42,1,12,8
43,1,13,22
44,1,14,38
45,1,15,97
46,1,16,11
47,1,17,42
48,1,18,78
49,1,19,41
50,1,20,67
51,1,21,30
52,1,22,91
53,1,23,64
54,1,24,39
55,1,25,102
56,1,26,19
57,1,27,46
58,1,28,79
59,1,29,80
60,1,30,19
61,1,31,39
62,1,32,35
63,2,1,60
64,2,3,3
65,2,4,37
66,2,5,87
67,2,6,26
68,2,7,48
69,2,8,41
70,2,9,59
71,2,10,90
72,2,11,45
73,2,12,67
74,2,13,39
75,2,14,55
76,2,15,77
77,2,16,60
78,2,17,41
79,2,18,41
80,2,19,43
81,2,20,88
82,2,21,49
83,2,22,58
84,2,23,9
85,2,24,58
86,2,25,101
87,2,26,58
88,2,27,64
89,2,28,29
90,2,29,72
91,2,30,65
92,2,31,48
93,2,32,78
94,3,1,59
95,3,2,3
96,3,4,36
97,3,5,83
98,3,6,24
99,3,7,47
100,3,8,38
101,3,9,56
102,3,10,87
103,3,11,44
104,3,12,66
105,3,13,39
106,3,14,52
107,3,15,75
108,3,16,58
109,3,17,42
110,3,18,38
111,3,19,44
112,3,20,85
113,3,21,49
114,3,22,56
115,3,23,7
116,3,24,55
117,3,25,98
118,3,26,56
119,3,27,62
120,3,28,27
121,3,29,68
122,3,30,63
123,3,31,49
124,3,32,76
125,4,1,91
126,4,2,37
127,4,3,36
128,4,5,84
129,4,6,51
130,4,7,78
131,4,8,17
132,4,9,34
133,4,10,76
134,4,11,9
135,4,12,96
136,4,13,73
137,4,14,71
138,4,15,59
139,4,16,87
140,4,17,78
141,4,18,26
142,4,19,80
143,4,20,94
144,4,21,85
145,4,22,36
146,4,23,29
147,4,24,73
148,4,25,90
149,4,26,82
150,4,27,76
151,4,28,13
152,4,29,63
153,4,30,89
154,4,31,85
155,4,32,98
156,5,1,81
157,5,2,87
158,5,3,83
159,5,4,84
160,5,6,66
161,5,7,74
162,5,8,67
163,5,9,57
164,5,10,27
165,5,11,83
166,5,12,78
167,5,13,84
168,5,14,44
169,5,15,37
170,5,16,70
171,5,17,107
172,5,18,58
173,5,19,107
174,5,20,21
175,5,21,102
176,5,22,53
177,5,23,81
178,5,24,42
179,5,25,22
180,5,26,61
181,5,27,34
182,5,28,74
183,5,29,21
184,5,30,63
185,5,31,109
186,5,32,55
187,6,1,40
188,6,2,26
189,6,3,24
190,6,4,51
191,6,5,66
192,6,7,28
193,6,8,44
194,6,9,57
195,6,10,76
196,6,11,57
197,6,12,46
198,6,13,26
199,6,14,29
200,6,15,67
201,6,16,37
202,6,17,43
203,6,18,39
204,6,19,44
205,6,20,64
206,6,21,43
207,6,22,54
208,6,23,26
209,6,24,32
210,6,25,83
211,6,26,33
212,6,27,39
213,6,28,38
214,6,29,55
215,6,30,40
216,6,31,47
217,6,32,52
218,7,1,13
219,7,2,48
220,7,3,47
221,7,4,78
222,7,5,74
223,7,6,28
224,7,8,72
225,7,9,82
226,7,10,92
227,7,11,84
228,7,12,19
229,7,13,14
230,7,14,30
231,7,15,87
232,7,16,13
233,7,17,38
234,7,18,65
235,7,19,37
236,7,20,64
237,7,21,29
238,7,22,79
239,7,23,52
240,7,24,33
241,7,25,95
242,7,26,16
243,7,27,40
244,7,28,66
245,7,29,71
246,7,30,21
247,7,31,37
248,7,32,37
249,8,1,84
250,8,2,41
251,8,3,38
252,8,4,17
253,8,5,67
254,8,6,44
255,8,7,72
256,8,9,19
257,8,10,59
258,8,11,17
259,8,12,89
260,8,13,70
261,8,14,59
262,8,15,43
263,8,16,79
264,8,17,80
265,8,18,9
266,8,19,82
267,8,20,78
268,8,21,85
269,8,22,20
270,8,23,32
271,8,24,60
272,8,25,73
273,8,26,73
274,8,27,62
275,8,28,13
276,8,29,46
277,8,30,80
278,8,31,86
279,8,32,86
280,9,1,94
281,9,2,59
282,9,3,56
283,9,4,34
284,9,5,57
285,9,6,57
286,9,7,82
287,9,8,19
288,9,10,43
289,9,11,29
290,9,12,97
291,9,13,83
292,9,14,62
293,9,15,26
294,9,16,87
295,9,17,96
296,9,18,18
297,9,19,98
298,9,20,72
299,9,21,99
300,9,22,4
301,9,23,50
302,9,24,63
303,9,25,58
304,9,26,80
305,9,27,63
306,9,28,32
307,9,29,36
308,9,30,86
309,9,31,102
310,9,32,88
311,10,1,100
312,10,2,90
313,10,3,87
314,10,4,76
315,10,5,27
316,10,6,76
317,10,7,92
318,10,8,59
319,10,9,43
320,10,11,72
321,10,12,100
322,10,13,99
323,10,14,62
324,10,15,17
325,10,16,90
326,10,17,119
327,10,18,52
328,10,19,120
329,10,20,48
330,10,21,117
331,10,22,40
332,10,23,83
333,10,24,61
334,10,25,16
335,10,26,82
336,10,27,56
337,10,28,70
338,10,29,21
339,10,30,85
340,10,31,122
341,10,32,79
342,11,1,97
343,11,2,45
344,11,3,44
345,11,4,9
346,11,5,83
347,11,6,57
348,11,7,84
349,11,8,17
350,11,9,29
351,11,10,72
352,11,12,102
353,11,13,80
354,11,14,74
355,11,15,55
356,11,16,93
357,11,17,86
358,11,18,26
359,11,19,88
360,11,20,94
361,11,21,93
362,11,22,32
363,11,23,37
364,11,24,76
365,11,25,87
366,11,26,87
367,11,27,79
368,11,28,19
369,11,29,62
370,11,30,94
371,11,31,93
372,11,32,101
373,12,1,8
374,12,2,67
375,12,3,66
376,12,4,96
377,12,5,78
