link_id,from_node,to_node,mean,variance
0,0,1,14,12.28
1,0,2,21,14.33
2,0,3,33,12.25
3,0,4,17,10.43
4,0,5,14,3.67
5,0,6,11,0.79
6,0,7,26,15.91
7,0,8,22,12.96
8,0,9,23,13.44
9,0,10,28,8.73
10,0,11,12,7.08
11,0,12,8,7.93
12,0,13,29,16.72
13,0,14,18,9.37
14,0,15,25,19.71
15,0,16,22,8.36
16,0,17,17,14.18
17,0,18,15,4.25
18,0,19,32,11.38
19,0,20,32,28.64
20,0,21,32,14.63
21,0,22,21,1.92
22,0,23,22,19.38
23,0,24,25,4.36
24,0,25,23,12.27
25,0,26,28,4.0
26,0,27,8,6.09
27,0,28,30,1.58
28,0,29,29,18.15
29,0,30,31,4.31
30,0,31,30,13.79
31,0,32,10,7.77
32,0,33,34,3.13
33,0,34,32,20.16
34,0,35,39,31.9
35,0,36,44,20.11
36,0,37,18,10.81
37,0,38,16,2.08
38,0,39,38,3.53
39,0,40,0,0.0
40,1,2,12,6.53
41,1,3,19,17.43
42,1,4,31,27.62
43,1,5,22,15.42
44,1,6,17,5.42
45,1,7,23,17.78
46,1,8,12,4.36
47,1,9,24,10.11
48,1,10,34,29.1
49,1,11,12,1.77
50,1,12,21,5.72
51,1,13,42,40.29
52,1,14,27,7.1
53,1,15,36,27.99
54,1,16,19,3.94
55,1,17,31,21.99
56,1,18,28,16.86
57,1,19,46,10.36
58,1,20,21,13.67
59,1,21,27,2.24
60,1,22,7,3.27
61,1,23,22,0.63
62,1,24,29,22.29
63,1,25,33,17.36
64,1,26,19,0.37
65,1,27,8,1.79
66,1,28,16,5.26
67,1,29,21,17.43
68,1,30,33,28.17
69,1,31,17,3.26
70,1,32,6,3.43
71,1,33,43,6.57
72,1,34,31,20.91
73,1,35,27,11.24
74,1,36,31,18.59
75,1,37,30,17.15
76,1,38,19,18.91
77,1,39,43,12.65
78,1,40,14,7.82
79,2,1,12,3.32
80,2,3,15,6.65
81,2,4,37,27.13
82,2,5,21,5.05
83,2,6,28,27.94
84,2,7,35,17.58
85,2,8,22,6.75
86,2,9,16,0.18
87,2,10,28,14.09
88,2,11,11,6.74
89,2,12,25,13.44
90,2,13,50,47.85
91,2,14,38,12.97
92,2,15,35,19.74
93,2,16,9,5.38
94,2,17,34,20.79
95,2,18,36,27.47
96,2,19,51,33.02
97,2,20,12,11.99
98,2,21,15,2.23
99,2,22,11,5.82
100,2,23,34,10.42
101,2,24,41,5.34
102,2,25,43,38.8
103,2,26,29,20.03
104,2,27,19,18.85
105,2,28,19,8.77
106,2,29,9,2.63
107,2,30,24,13.33
108,2,31,23,19.6
109,2,32,11,6.88
110,2,33,39,15.97
111,2,34,20,3.91
112,2,35,19,4.94
113,2,36,24,1.69
114,2,37,32,31.95
115,2,38,15,5.07
116,2,39,35,17.54
117,2,40,21,16.13
118,3,1,19,9.67
119,3,2,15,0.85
120,3,4,50,49.88
121,3,5,36,26.47
122,3,6,35,24.22
123,3,7,35,25.72
124,3,8,21,13.15
125,3,9,31,10.99
126,3,10,43,28.77
127,3,11,25,1.28
128,3,12,38,14.71
129,3,13,61,58.25
130,3,14,46,28.63
131,3,15,51,41.69
132,3,16,23,20.73
133,3,17,48,0.89
134,3,18,47,0.02
135,3,19,64,60.43
136,3,20,8,0.96
137,3,21,24,7.81
138,3,22,12,5.43
139,3,23,37,12.55
140,3,24,46,30.73
141,3,25,52,27.75
142,3,26,25,23.31
143,3,27,27,7.75
144,3,28,9,1.06
145,3,29,17,3.8
146,3,30,37,17.01
147,3,31,16,8.58
148,3,32,23,10.94
149,3,33,54,20.08
150,3,34,32,1.45
151,3,35,10,3.48
152,3,36,12,11.82
153,3,37,47,42.91
154,3,38,30,7.72
155,3,39,49,44.31
156,3,40,33,32.92
157,4,1,31,26.0
158,4,2,37,8.0
159,4,3,50,41.03
160,4,5,20,14.89
161,4,6,21,19.03
162,4,7,37,32.37
163,4,8,38,4.83
164,4,9,33,22.45
165,4,10,31,23.77
166,4,11,27,3.46
167,4,12,13,10.42
168,4,13,15,13.67
169,4,14,18,14.81
170,4,15,19,13.07
171,4,16,35,32.66
172,4,17,8,6.19
173,4,18,8,1.34
174,4,19,15,10.2
175,4,20,49,24.73
176,4,21,45,0.75
177,4,22,38,2.91
178,4,23,31,16.68
179,4,24,29,15.73
180,4,25,18,0.62
181,4,26,43,41.74
182,4,27,24,14.78
183,4,28,47,13.66
184,4,29,44,16.38
185,4,30,38,36.82
186,4,31,46,21.93
187,4,32,27,7.16
188,4,33,31,23.81
189,4,34,42,20.94
190,4,35,56,18.61
191,4,36,61,31.68
192,4,37,13,10.04
193,4,38,27,10.16
194,4,39,41,27.38
195,4,40,17,13.17
196,5,1,22,9.72
197,5,2,21,0.59
198,5,3,36,35.91
199,5,4,20,14.31
200,5,6,25,13.39
201,5,7,40,29.7
202,5,8,33,0.45
203,5,9,12,4.18
204,5,10,14,4.18
205,5,11,11,0.63
206,5,12,9,5.27
207,5,13,35,5.44
208,5,14,30,18.33
209,5,15,15,6.89
210,5,16,16,5.99
211,5,17,15,6.61
212,5,18,23,3.19
213,5,19,32,7.92
214,5,20,33,13.63
215,5,21,25,5.34
216,5,22,27,22.74
217,5,23,36,10.89
218,5,24,39,15.92
219,5,25,34,16.63
220,5,26,40,23.8
221,5,27,21,7.0
222,5,28,37,9.6
223,5,29,25,19.15
224,5,30,18,17.38
225,5,31,39,37.01
226,5,32,16,4.98
227,5,33,21,6.67
228,5,34,21,1.69
