link_id,from_node,to_node,distance
0,0,1,66
1,0,2,47
2,0,3,85
3,0,4,95
4,0,5,51
5,0,6,52
6,0,7,9
7,0,8,47
8,0,9,74
9,0,10,24
10,0,11,80
11,0,12,29
12,0,13,39
13,0,14,40
14,0,15,3
15,0,16,37
16,0,17,102
17,0,18,53
18,0,19,39
19,0,20,14
20,0,21,95
21,0,22,52
22,0,23,102
23,0,24,85
24,0,25,66
25,0,26,76
26,0,27,102
27,0,28,2
28,0,29,44
29,0,30,55
30,0,31,59
31,0,32,53
32,0,33,94
33,0,34,56
34,0,35,91
35,0,36,27
36,0,37,41
37,0,38,38
38,0,39,96
39,0,40,43
40,0,41,99
41,0,42,81
42,0,43,51
43,0,44,52
44,0,45,70
45,0,46,65
46,0,47,83
47,0,48,28
48,0,49,83
49,0,50,95
50,0,51,18
51,0,52,25
52,0,53,25
53,0,54,75
54,0,55,74
55,0,56,31
56,0,57,67
57,0,58,100
58,0,59,73
59,0,60,52
60,0,61,39
61,0,62,0
62,1,2,33
63,1,3,22
64,1,4,34
65,1,5,19
66,1,6,66
67,1,7,65
68,1,8,90
69,1,9,9
70,1,10,76
71,1,11,23
72,1,12,37
73,1,13,28
74,1,14,28
75,1,15,63
76,1,16,65
77,1,17,73
78,1,18,14
79,1,19,29
80,1,20,58
81,1,21,30
82,1,22,48
83,1,23,36
84,1,24,25
85,1,25,19
86,1,26,50
87,1,27,38
88,1,28,64
89,1,29,73
90,1,30,12
91,1,31,25
92,1,32,67
93,1,33,62
94,1,34,31
95,1,35,42
96,1,36,56
97,1,37,53
98,1,38,30
99,1,39,33
100,1,40,59
101,1,41,33
102,1,42,18
103,1,43,82
104,1,44,42
105,1,45,25
106,1,46,15
107,1,47,28
108,1,48,38
109,1,49,30
110,1,50,72
111,1,51,76
112,1,52,52
113,1,53,41
114,1,54,9
115,1,55,50
116,1,56,38
117,1,57,70
118,1,58,70
119,1,59,49
120,1,60,21
121,1,61,66
122,1,62,66
123,2,1,33
124,2,3,44
125,2,4,67
126,2,5,34
127,2,6,73
128,2,7,50
129,2,8,86
130,2,9,43
131,2,10,66
132,2,11,56
133,2,12,27
134,2,13,22
135,2,14,31
136,2,15,44
137,2,16,32
138,2,17,100
