link_id,from_node,to_node,mean,variance
0,0,1,14,2.57
1,0,2,19,17.39
2,0,3,33,23.41
3,0,4,22,13.23
4,0,5,23,1.66
5,0,6,12,6.07
6,0,7,22,2.56
7,0,8,32,15.33
8,0,9,32,15.76
9,0,10,21,4.58
10,0,11,28,23.26
11,0,12,30,27.4
12,0,13,31,15.67
13,0,14,30,23.07
14,0,15,32,5.77
15,0,16,39,3.89
16,0,17,44,38.7
17,0,18,16,2.59
18,0,19,0,0.0
19,1,2,15,12.53
20,1,3,19,4.79
21,1,4,12,4.06
22,1,5,24,10.99
23,1,6,12,6.3
24,1,7,19,15.18
25,1,8,21,18.8
26,1,9,27,13.77
27,1,10,7,3.94
28,1,11,19,12.18
29,1,12,16,14.53
30,1,13,33,13.34
31,1,14,17,11.87
32,1,15,31,9.74
33,1,16,27,9.55
34,1,17,31,6.04
35,1,18,19,15.78
36,1,19,14,1.86
37,2,1,15,6.54
38,2,3,21,20.3
39,2,4,26,22.35
40,2,5,10,4.26
41,2,6,7,0.21
42,2,7,4,1.46
43,2,8,17,10.22
44,2,9,13,2.41
45,2,10,16,12.39
46,2,11,33,26.28
47,2,12,25,8.62
48,2,13,18,11.81
49,2,14,29,5.63
50,2,15,16,4.8
51,2,16,24,11.14
52,2,17,30,6.73
53,2,18,9,1.19
54,2,19,19,7.09
55,3,1,19,8.59
56,3,2,21,12.75
57,3,4,21,2.5
58,3,5,31,11.18
59,3,6,25,4.68
60,3,7,23,9.79
61,3,8,8,3.95
62,3,9,24,11.03
63,3,10,12,11.49
64,3,11,25,9.17
65,3,12,9,0.38
66,3,13,37,35.89
67,3,14,16,14.6
68,3,15,32,25.85
69,3,16,10,6.02
70,3,17,12,11.19
71,3,18,30,9.17
72,3,19,33,13.51
73,4,1,12,6.01
74,4,2,26,3.0
75,4,3,21,17.02
76,4,5,36,29.24
77,4,6,24,13.67
78,4,7,30,20.91
79,4,8,26,8.61
80,4,9,37,13.18
81,4,10,12,10.19
82,4,11,7,4.72
83,4,12,13,8.52
84,4,13,44,16.94
85,4,14,9,3.86
86,4,15,42,39.6
87,4,16,31,5.62
88,4,17,33,11.3
89,4,18,30,27.56
90,4,19,22,6.54
91,5,1,24,9.91
92,5,2,10,9.18
93,5,3,31,6.17
94,5,4,36,17.27
95,5,6,13,1.86
96,5,7,8,2.21
97,5,8,25,8.29
98,5,9,13,4.38
99,5,10,26,7.99
100,5,11,43,12.01
101,5,12,35,19.35
102,5,13,8,3.41
103,5,14,39,15.11
104,5,15,9,1.01
105,5,16,32,9.83
106,5,17,38,6.07
107,5,18,7,0.73
108,5,19,23,12.39
109,6,1,12,8.08
110,6,2,7,3.57
111,6,3,25,9.62
112,6,4,24,22.31
113,6,5,13,6.79
114,6,7,10,6.07
115,6,8,23,4.1
116,6,9,20,8.69
117,6,10,16,11.42
118,6,11,31,9.92
119,6,12,26,4.96
120,6,13,21,16.78
121,6,14,28,24.96
122,6,15,21,10.94
123,6,16,30,24.45
124,6,17,35,17.58
125,6,18,7,3.46
126,6,19,12,4.15
127,7,1,19,14.25
128,7,2,4,3.65
129,7,3,23,18.46
130,7,4,30,21.67
131,7,5,8,1.44
132,7,6,10,8.08
133,7,8,18,17.74
134,7,9,10,0.53
135,7,10,19,15.2
136,7,11,37,25.12
137,7,12,28,24.05
138,7,13,15,2.5
139,7,14,32,22.03
140,7,15,12,1.61
141,7,16,24,10.22
142,7,17,30,13.78
143,7,18,9,4.36
144,7,19,22,5.92
145,8,1,21,19.94
146,8,2,17,13.66
147,8,3,8,1.18
148,8,4,26,14.45
149,8,5,25,20.06
150,8,6,23,9.75
151,8,7,18,2.66
152,8,9,17,12.3
153,8,10,15,3.71
154,8,11,32,2.48
155,8,12,17,6.12
156,8,13,31,29.63
157,8,14,23,9.12
158,8,15,25,3.24
159,8,16,7,5.12
160,8,17,13,0.28
161,8,18,26,17.58
162,8,19,32,20.35
163,9,1,27,7.12
164,9,2,13,8.2
165,9,3,24,4.51
166,9,4,37,9.77
167,9,5,13,2.89
168,9,6,20,12.9
169,9,7,10,8.3
170,9,8,17,14.98
171,9,10,25,2.3
172,9,11,44,11.66
173,9,12,31,15.74
174,9,13,16,13.49
175,9,14,37,2.73
176,9,15,9,2.82
177,9,16,21,12.86
178,9,17,27,26.95
179,9,18,18,16.68
180,9,19,32,10.38
181,10,1,7,1.16
182,10,2,16,3.2
183,10,3,12,1.28
184,10,4,12,1.58
185,10,5,26,25.4
186,10,6,16,14.21
187,10,7,19,10.75
188,10,8,15,10.31
189,10,9,25,1.36
190,10,11,19,15.79
191,10,12,10,1.14
192,10,13,34,11.83
193,10,14,13,0.84
194,10,15,31,30.73
195,10,16,21,6.31
196,10,17,24,8.84
197,10,18,22,9.48
198,10,19,21,3.36
199,11,1,19,8.49
200,11,2,33,24.84
201,11,3,25,6.98
202,11,4,7,1.81
203,11,5,43,7.81
204,11,6,31,21.38
205,11,7,37,6.49
206,11,8,32,8.92
207,11,9,44,42.0
208,11,10,19,10.22
209,11,12,16,3.74
210,11,13,51,31.8
211,11,14,10,5.25
212,11,15,49,42.99
213,11,16,35,27.22
214,11,17,36,19.92
215,11,18,38,1.36
216,11,19,28,18.21
217,12,1,16,14.91
218,12,2,25,20.94
219,12,3,9,8.37
220,12,4,13,3.47
221,12,5,35,16.29
222,12,6,26,5.45
223,12,7,28,10.16
224,12,8,17,0.28
225,12,9,31,6.14
226,12,10,10,3.79
227,12,11,16,14.58
228,12,13,43,14.8
229,12,14,6,3.19
230,12,15,38,30.56
231,12,16,19,3.17
232,12,17,20,4.43
233,12,18,32,18.69
