link_id,from_node,to_node,distance
0,0,1,14
1,0,2,19
2,0,3,33
3,0,4,22
4,0,5,23
5,0,6,12
6,0,7,22
7,0,8,32
8,0,9,32
9,0,10,21
10,0,11,28
11,0,12,30
12,0,13,31
13,0,14,30
14,0,15,32
15,0,16,39
16,0,17,44
17,0,18,16
18,0,19,0
19,1,2,15
20,1,3,19
21,1,4,12
22,1,5,24
23,1,6,12
24,1,7,19
25,1,8,21
26,1,9,27
27,1,10,7
28,1,11,19
29,1,12,16
30,1,13,33
31,1,14,17
32,1,15,31
33,1,16,27
34,1,17,31
35,1,18,19
36,1,19,14
37,2,1,15
38,2,3,21
39,2,4,26
40,2,5,10
41,2,6,7
42,2,7,4
43,2,8,17
44,2,9,13
45,2,10,16
46,2,11,33
47,2,12,25
48,2,13,18
49,2,14,29
50,2,15,16
51,2,16,24
52,2,17,30
53,2,18,9
54,2,19,19
55,3,1,19
56,3,2,21
57,3,4,21
58,3,5,31
59,3,6,25
60,3,7,23
61,3,8,8
62,3,9,24
63,3,10,12
64,3,11,25
65,3,12,9
66,3,13,37
67,3,14,16
68,3,15,32
69,3,16,10
70,3,17,12
71,3,18,30
72,3,19,33
73,4,1,12
74,4,2,26
75,4,3,21
76,4,5,36
77,4,6,24
78,4,7,30
79,4,8,26
80,4,9,37
81,4,10,12
82,4,11,7
83,4,12,13
84,4,13,44
85,4,14,9
86,4,15,42
87,4,16,31
88,4,17,33
89,4,18,30
90,4,19,22
91,5,1,24
92,5,2,10
93,5,3,31
94,5,4,36
95,5,6,13
96,5,7,8
97,5,8,25
98,5,9,13
99,5,10,26
100,5,11,43
101,5,12,35
102,5,13,8
103,5,14,39
104,5,15,9
105,5,16,32
106,5,17,38
107,5,18,7
108,5,19,23
109,6,1,12
110,6,2,7
111,6,3,25
112,6,4,24
113,6,5,13
114,6,7,10
115,6,8,23
116,6,9,20
117,6,10,16
118,6,11,31
119,6,12,26
120,6,13,21
121,6,14,28
122,6,15,21
123,6,16,30
124,6,17,35
125,6,18,7
126,6,19,12
127,7,1,19
128,7,2,4
129,7,3,23
130,7,4,30
131,7,5,8
132,7,6,10
133,7,8,18
134,7,9,10
135,7,10,19
136,7,11,37
137,7,12,28
138,7,13,15
139,7,14,32
140,7,15,12
141,7,16,24
142,7,17,30
143,7,18,9
144,7,19,22
145,8,1,21
146,8,2,17
147,8,3,8
148,8,4,26
149,8,5,25
150,8,6,23
151,8,7,18
152,8,9,17
153,8,10,15
154,8,11,32
155,8,12,17
156,8,13,31
157,8,14,23
158,8,15,25
159,8,16,7
160,8,17,13
161,8,18,26
162,8,19,32
163,9,1,27
164,9,2,13
165,9,3,24
166,9,4,37
167,9,5,13
168,9,6,20
169,9,7,10
170,9,8,17
171,9,10,25
172,9,11,44
173,9,12,31
174,9,13,16
175,9,14,37
176,9,15,9
177,9,16,21
178,9,17,27
179,9,18,18
180,9,19,32
181,10,1,7
182,10,2,16
183,10,3,12
184,10,4,12
185,10,5,26
186,10,6,16
187,10,7,19
188,10,8,15
189,10,9,25
190,10,11,19
191,10,12,10
192,10,13,34
193,10,14,13
194,10,15,31
195,10,16,21
196,10,17,24
197,10,18,22
198,10,19,21
199,11,1,19
200,11,2,33
201,11,3,25
202,11,4,7
203,11,5,43
204,11,6,31
205,11,7,37
206,11,8,32
207,11,9,44
208,11,10,19
209,11,12,16
210,11,13,51
211,11,14,10
212,11,15,49
213,11,16,35
214,11,17,36
215,11,18,38
216,11,19,28
217,12,1,16
218,12,2,25
219,12,3,9
220,12,4,13
221,12,5,35
222,12,6,26
223,12,7,28
224,12,8,17
225,12,9,31
226,12,10,10
227,12,11,16
228,12,13,43
229,12,14,6
230,12,15,38
231,12,16,19
232,12,17,20
233,12,18,32
234,12,19,30
235,13,1,33
236,13,2,18
237,13,3,37
238,13,4,44
239,13,5,8
240,13,6,21
241,13,7,15
242,13,8,31
243,13,9,16
244,13,10,34
245,13,11,51
246,13,12,43
247,13,14,47
248,13,15,7
249,13,16,36
250,13,17,42
251,13,18,15
252,13,19,31
253,14,1,17
254,14,2,29
255,14,3,16
256,14,4,9
257,14,5,39
258,14,6,28
259,14,7,32
260,14,8,23
261,14,9,37
262,14,10,13
263,14,11,10
264,14,12,6
265,14,13,47
266,14,15,43
267,14,16,26
268,14,17,26
269,14,18,35
270,14,19,30
271,15,1,31
272,15,2,16
273,15,3,32
274,15,4,42
275,15,5,9
276,15,6,21
277,15,7,12
278,15,8,25
279,15,9,9
280,15,10,31
281,15,11,49
282,15,12,38
283,15,13,7
284,15,14,43
285,15,16,30
286,15,17,36
287,15,18,16
288,15,19,32
289,16,1,27
290,16,2,24
291,16,3,10
292,16,4,31
293,16,5,32
294,16,6,30
295,16,7,24
296,16,8,7
297,16,9,21
298,16,10,21
299,16,11,35
300,16,12,19
301,16,13,36
302,16,14,26
303,16,15,30
304,16,17,6
305,16,18,33
306,16,19,39
307,17,1,31
308,17,2,30
309,17,3,12
310,17,4,33
311,17,5,38
312,17,6,35
313,17,7,30
314,17,8,13
315,17,9,27
316,17,10,24
317,17,11,36
318,17,12,20
319,17,13,42
320,17,14,26
321,17,15,36
322,17,16,6
323,17,18,38
324,17,19,44
325,18,1,19
326,18,2,9
327,18,3,30
328,18,4,30
329,18,5,7
330,18,6,7
331,18,7,9
332,18,8,26
333,18,9,18
334,18,10,22
335,18,11,38
336,18,12,32
337,18,13,15
338,18,14,35
339,18,15,16
340,18,16,33
341,18,17,38
342,18,19,16
