link_id,from_node,to_node,mean,variance
0,0,1,34,2.36
1,0,2,89,32.7
2,0,3,48,3.94
3,0,4,92,32.38
4,0,5,62,11.51
5,0,6,75,38.9
6,0,7,40,28.95
7,0,8,96,12.73
8,0,9,97,33.35
9,0,10,54,13.64
10,0,11,65,51.21
11,0,12,56,44.48
12,0,13,22,6.25
13,0,14,67,16.45
14,0,15,87,15.42
15,0,16,103,61.84
16,0,17,65,43.29
17,0,18,92,35.03
18,0,19,102,19.62
19,0,20,90,14.04
20,0,21,32,30.54
21,0,22,81,66.94
22,0,23,61,31.27
23,0,24,74,56.85
24,0,25,85,44.15
25,0,26,114,35.96
26,0,27,72,41.35
27,0,28,75,10.58
28,0,29,59,47.44
29,0,30,74,47.25
30,0,31,67,63.63
31,0,32,75,25.26
32,0,33,82,20.64
33,0,34,76,50.42
34,0,35,126,53.05
35,0,36,30,1.73
36,0,37,89,85.71
37,0,38,51,25.47
38,0,39,58,21.43
39,0,40,20,11.21
40,0,41,85,51.46
41,0,42,28,25.35
42,0,43,105,79.67
43,0,44,58,45.14
44,0,45,78,38.87
45,0,46,80,39.77
46,0,47,103,102.48
47,0,48,87,68.21
48,0,49,12,1.48
49,0,50,69,13.55
50,0,51,37,6.74
51,0,52,73,25.38
52,0,53,40,28.74
53,0,54,82,12.76
54,0,55,95,41.17
55,0,56,105,100.52
56,0,57,101,12.07
57,0,58,56,33.9
58,0,59,74,52.54
59,0,60,59,57.23
60,0,61,98,76.6
61,0,62,54,24.78
62,0,63,59,19.34
63,0,64,72,51.33
64,0,65,120,47.01
65,0,66,41,26.24
66,0,67,41,11.52
67,0,68,98,42.46
68,0,69,111,82.7
69,0,70,48,21.78
70,0,71,62,7.41
71,0,72,68,36.74
72,0,73,17,13.11
73,0,74,54,6.8
74,0,75,92,19.88
75,0,76,65,38.09
76,0,77,42,19.83
77,0,78,86,81.06
78,0,79,81,34.21
79,0,80,0,0.0
80,1,2,55,15.91
81,1,3,31,8.69
82,1,4,97,23.71
83,1,5,34,15.85
84,1,6,43,26.05
85,1,7,7,3.15
86,1,8,63,14.64
87,1,9,85,2.15
88,1,10,21,0.28
89,1,11,31,30.57
90,1,12,27,26.01
91,1,13,18,4.38
92,1,14,35,32.08
93,1,15,70,47.03
94,1,16,73,27.64
95,1,17,41,29.67
96,1,18,59,2.61
97,1,19,78,25.72
98,1,20,64,40.63
99,1,21,12,0.07
100,1,22,82,17.27
101,1,23,30,10.61
102,1,24,41,10.95
103,1,25,63,31.44
104,1,26,89,79.84
105,1,27,45,16.09
106,1,28,41,6.99
107,1,29,34,24.34
108,1,30,43,15.49
109,1,31,43,31.21
110,1,32,79,58.19
111,1,33,67,13.1
112,1,34,41,21.49
113,1,35,102,3.92
114,1,36,35,20.11
115,1,37,56,20.31
116,1,38,60,19.22
117,1,39,40,14.98
118,1,40,18,14.27
119,1,41,65,32.69
120,1,42,26,6.97
121,1,43,75,22.82
122,1,44,29,2.15
123,1,45,79,43.68
124,1,46,59,9.31
125,1,47,81,72.47
126,1,48,54,12.99
127,1,49,40,11.44
128,1,50,70,31.09
129,1,51,27,10.71
130,1,52,39,25.47
131,1,53,36,9.36
132,1,54,73,36.01
133,1,55,79,17.08
134,1,56,86,39.42
135,1,57,74,31.42
136,1,58,63,23.48
137,1,59,47,32.81
138,1,60,39,17.39
139,1,61,69,1.16
140,1,62,22,20.92
141,1,63,25,14.08
142,1,64,55,48.48
143,1,65,98,16.47
144,1,66,43,6.84
145,1,67,43,1.84
146,1,68,67,51.0
147,1,69,91,18.55
148,1,70,47,3.69
149,1,71,29,4.3
150,1,72,65,40.61
151,1,73,36,1.27
152,1,74,32,9.43
153,1,75,65,60.36
154,1,76,64,31.81
155,1,77,30,4.04
156,1,78,56,2.62
157,1,79,47,32.64
158,1,80,34,31.6
159,2,1,55,8.1
160,2,3,55,14.5
161,2,4,116,69.08
162,2,5,33,5.16
163,2,6,17,6.4
164,2,7,51,26.66
165,2,8,12,9.41
166,2,9,82,61.45
167,2,10,41,23.45
168,2,11,24,0.44
169,2,12,36,4.86
170,2,13,69,0.53
171,2,14,35,31.73
172,2,15,62,45.08
173,2,16,30,17.3
174,2,17,41,9.45
175,2,18,28,9.43
176,2,19,51,35.76
177,2,20,37,15.65
178,2,21,63,61.47
179,2,22,99,78.99
180,2,23,29,5.17
181,2,24,16,8.8
182,2,25,50,44.39
183,2,26,56,34.4
184,2,27,34,23.19
185,2,28,22,9.13
186,2,29,40,2.25
187,2,30,21,15.59
188,2,31,42,40.74
189,2,32,102,72.67
190,2,33,66,42.39
191,2,34,14,1.08
192,2,35,68,19.19
193,2,36,77,58.46
194,2,37,2,0.71
195,2,38,94,11.51
196,2,39,53,48.69
197,2,40,73,66.07
198,2,41,54,26.5
199,2,42,70,68.71
200,2,43,30,25.77
201,2,44,35,29.72
202,2,45,98,78.69
203,2,46,50,44.54
204,2,47,59,42.3
205,2,48,26,1.57
206,2,49,93,90.87
207,2,50,92,45.61
208,2,51,63,41.19
209,2,52,21,2.25
210,2,53,70,14.25
211,2,54,79,23.4
212,2,55,72,53.98
213,2,56,67,35.85
214,2,57,39,31.63
215,2,58,93,37.92
216,2,59,32,12.62
217,2,60,51,39.77
218,2,61,31,18.32
219,2,62,35,13.66
220,2,63,31,29.78
221,2,64,58,43.18
222,2,65,71,57.93
223,2,66,78,68.95
224,2,67,78,35.9
225,2,68,24,19.76
226,2,69,70,19.02
227,2,70,78,39.05
228,2,71,34,33.47
229,2,72,83,18.89
230,2,73,86,69.89
231,2,74,47,43.42
232,2,75,39,23.91
233,2,76,85,10.09
234,2,77,61,13.5
235,2,78,21,3.19
236,2,79,18,6.05
237,2,80,89,8.93
238,3,1,31,8.45
239,3,2,55,24.69
240,3,4,69,39.82
241,3,5,21,7.65
242,3,6,38,8.15
243,3,7,35,32.94
244,3,8,57,44.89
245,3,9,54,4.41
246,3,10,43,2.49
247,3,11,39,27.98
248,3,12,19,5.47
249,3,13,27,9.6
250,3,14,54,16.41
251,3,15,40,36.78
252,3,16,59,36.7
253,3,17,18,12.79
254,3,18,71,9.6
255,3,19,54,47.49
256,3,20,43,13.34
257,3,21,43,19.33
258,3,22,53,27.99
259,3,23,27,14.24
260,3,24,39,10.28
261,3,25,37,8.16
262,3,26,66,20.25
263,3,27,27,24.96
264,3,28,53,22.58
265,3,29,15,12.97
266,3,30,34,16.8
267,3,31,19,0.82
268,3,32,52,25.88
269,3,33,37,11.33
270,3,34,46,23.07
271,3,35,78,55.56
272,3,36,25,5.91
273,3,37,54,23.12
274,3,38,39,34.1
275,3,39,10,5.44
276,3,40,43,20.29
277,3,41,37,2.07
278,3,42,21,14.59
279,3,43,60,44.53
280,3,44,20,11.46
281,3,45,51,17.3
282,3,46,32,5.06
283,3,47,55,5.21
284,3,48,67,50.25
285,3,49,46,12.38
286,3,50,43,39.97
287,3,51,12,4.77
288,3,52,50,27.79
289,3,53,16,7.84
290,3,54,42,41.67
291,3,55,49,38.99
292,3,56,58,33.87
293,3,57,55,2.21
294,3,58,40,33.99
295,3,59,29,4.76
296,3,60,11,6.3
297,3,61,52,24.63
298,3,62,27,13.25
299,3,63,36,35.68
300,3,64,25,15.11
301,3,65,72,3.15
302,3,66,24,22.72
303,3,67,24,6.16
304,3,68,54,36.66
305,3,69,63,34.76
306,3,70,24,5.77
307,3,71,47,39.1
308,3,72,35,12.28
309,3,73,38,4.72
310,3,74,8,3.05
311,3,75,44,41.15
312,3,76,36,1.31
313,3,77,7,4.48
314,3,78,43,14.15
315,3,79,57,51.4
316,3,80,48,9.86
317,4,1,97,68.64
318,4,2,116,57.88
319,4,3,69,26.89
320,4,5,86,2.53
321,4,6,100,62.24
322,4,7,102,83.74
323,4,8,113,42.49
324,4,9,44,30.05
325,4,10,112,40.32
326,4,11,106,68.53
327,4,12,87,76.68
328,4,13,83,36.54
329,4,14,123,106.81
330,4,15,59,42.95
331,4,16,103,41.9
332,4,17,75,13.51
333,4,18,138,12.19
334,4,19,82,46.11
335,4,20,85,1.79
336,4,21,107,78.58
337,4,22,17,9.37
338,4,23,93,14.38
339,4,24,103,32.5
340,4,25,69,18.85
341,4,26,90,64.94
342,4,27,82,81.12
343,4,28,120,109.65
344,4,29,79,36.27
345,4,30,94,40.9
346,4,31,74,10.96
347,4,32,18,16.89
348,4,33,52,24.98
349,4,34,111,49.13
350,4,35,94,33.24
351,4,36,65,12.57
352,4,37,114,12.47
353,4,38,41,23.83
354,4,39,65,56.35
355,4,40,101,86.79
356,4,41,65,22.16
357,4,42,72,49.32
358,4,43,105,12.75
359,4,44,86,3.64
360,4,45,18,8.38
361,4,46,67,64.6
362,4,47,75,47.89
363,4,48,134,9.74
364,4,49,82,56.99
365,4,50,26,1.2
366,4,51,69,41.91
367,4,52,118,84.25
368,4,53,61,1.13
369,4,54,38,10.24
370,4,55,54,1.12
371,4,56,68,23.24
372,4,57,92,20.37
373,4,58,36,31.04
374,4,59,84,34.17
375,4,60,67,19.03
376,4,61,96,40.82
377,4,62,96,23.49
378,4,63,105,30.05
379,4,64,57,24.87
380,4,65,83,80.47
381,4,66,54,33.54
382,4,67,54,18.08
383,4,68,103,98.14
384,4,69,72,14.21
385,4,70,49,41.22
386,4,71,116,55.04
387,4,72,34,14.92
388,4,73,75,27.47
389,4,74,74,53.88
390,4,75,84,78.73
391,4,76,33,13.54
392,4,77,67,24.61
393,4,78,97,18.67
394,4,79,123,79.44
395,4,80,92,50.39
396,5,1,34,6.17
397,5,2,33,23.88
398,5,3,21,14.58
399,5,4,86,49.09
400,5,6,16,4.4
401,5,7,33,19.04
402,5,8,36,4.23
403,5,9,60,32.04
404,5,10,34,5.73
405,5,11,21,1.36
406,5,12,6,1.3
407,5,13,40,20.01
408,5,14,40,33.0
409,5,15,41,35.74
410,5,16,41,19.02
411,5,17,12,7.88
412,5,18,52,29.06
413,5,19,44,8.65
414,5,20,30,19.18
415,5,21,45,34.99
416,5,22,69,20.2
417,5,23,9,1.44
418,5,24,18,16.24
419,5,25,32,6.5
420,5,26,55,35.62
421,5,27,12,3.9
422,5,28,35,19.16
423,5,29,7,3.51
424,5,30,13,0.53
425,5,31,14,12.16
426,5,32,70,25.88
427,5,33,42,25.93
428,5,34,26,20.06
429,5,35,68,24.6
430,5,36,45,33.77
431,5,37,33,4.3
432,5,38,60,22.21
433,5,39,21,9.68
434,5,40,51,33.64
435,5,41,35,21.38
436,5,42,39,37.76
437,5,43,43,34.34
438,5,44,5,1.17
439,5,45,67,14.02
440,5,46,29,5.18
441,5,47,49,29.25
442,5,48,48,37.08
443,5,49,64,14.78
444,5,50,60,49.51
445,5,51,31,1.1
446,5,52,32,25.41
447,5,53,37,3.74
448,5,54,52,45.85
449,5,55,51,24.44
450,5,56,55,50.61
451,5,57,40,26.34
452,5,58,60,4.3
453,5,59,13,0.09
454,5,60,18,1.44
455,5,61,36,20.56
456,5,62,15,9.67
457,5,63,22,15.17
458,5,64,31,4.42
459,5,65,65,25.83
460,5,66,45,44.53
461,5,67,45,16.38
462,5,68,35,20.4
463,5,69,59,46.37
464,5,70,45,8.23
465,5,71,34,22.09
466,5,72,52,39.15
467,5,73,56,23.8
468,5,74,14,2.17
469,5,75,32,21.9
470,5,76,53,34.09
471,5,77,28,5.37
472,5,78,24,7.15
473,5,79,37,30.94
474,5,80,62,6.13
